"YORK BURTON CROFT",,,,,,,,,,,,
Grid ref,SE597529,Long,-1.091424,Lat,53.968737,,,,,,,
Station no,RR4285,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.33,1.12,0.98,1.68,2.14,0.51,2.82,,,,,
February,4.00,1.85,1.31,1.15,2.38,0.82,1.58,,,,,
March,0.53,1.99,1.00,2.42,1.48,1.70,1.45,,,,,
April,1.09,1.82,1.39,1.44,1.83,2.54,1.05,,,,,
May,1.22,1.33,2.12,3.63,2.48,0.73,1.72,,,,,
June,2.14,1.26,1.78,2.06,0.87,2.32,1.49,,,,,
July,1.25,0.86,2.53,3.04,1.89,1.66,0.88,,,,,
August,3.68,1.38,1.89,2.10,3.09,3.43,1.97,,,,,
September,0.90,0.87,0.54,3.26,1.20,2.18,0.45,,,,,
October,3.63,1.79,1.92,7.14,0.79,1.22,4.57,,,,,
November,2.69,3.27,1.23,1.43,1.50,3.41,2.69,,,,,
December,2.60,3.71,1.78,0.85,1.43,0.30,1.58,,,,,
Total,27.06,21.25,18.47,30.20,21.08,20.82,22.25,,,,,
Calc annual,27.06,21.25,18.47,30.20,21.08,20.82,22.25,0.00,0.00,0.00,,
Difference,-0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,NaN,NaN,NaN,,
