"STEEPLE ASTON THE GRANGE",,,,,,,,,,,,
Grid ref,SP473261,Long,-1.313478,Lat,51.931410,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.49,1.02,0.58,2.57,3.11,0.90,4.33,0.99,1.35,1.07,,
February,4.30,1.30,1.69,1.08,3.99,0.55,1.92,1.46,0.74,0.55,,
March,0.58,1.68,1.63,3.35,1.35,2.69,1.25,1.01,2.65,2.81,,
April,0.86,2.17,1.53,2.39,1.04,1.76,0.56,2.71,3.65,1.69,,
May,1.65,1.48,1.81,5.98,2.93,0.87,1.95,2.79,1.81,2.03,,
June,2.14,1.27,1.64,4.57,0.79,3.46,3.28,2.04,2.16,5.33,,
July,2.13,2.20,1.41,3.10,2.52,0.54,1.01,2.22,1.80,2.39,,
August,3.78,2.52,2.77,3.41,1.55,3.81,0.86,2.46,3.41,2.94,,
September,0.55,1.33,1.95,2.20,1.92,0.99,1.03,0.73,1.41,4.12,,
October,2.15,1.31,1.79,7.24,0.74,1.31,5.21,5.65,0.94,4.10,,
November,2.29,0.67,2.04,1.86,1.40,3.00,3.31,2.08,1.04,0.63,,
December,3.39,3.69,2.11,1.35,1.67,0.95,1.93,3.73,2.05,2.93,,
Total,27.31,20.64,20.95,39.10,23.01,20.83,26.64,27.87,23.01,30.59,,
Calc annual,27.31,20.64,20.95,39.10,23.01,20.83,26.64,27.87,23.01,30.59,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
