"WETHERBY (STOCKELD PARK)",,,,,,,,,,,,
Grid ref,SE368492,Long,-1.440931,Lat,53.937615,,,,,,,
Station no,3344,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.57,2.39,,1.70,4.06,3.60,1.15,3.30,2.20,1.23,,
February,2.76,0.32,,2.46,3.13,1.49,2.29,,0.10,0.56,,
March,2.87,1.73,,1.62,2.49,1.02,1.60,,1.79,0.82,,
April,1.04,0.56,,0.19,1.89,2.37,0.00,1.99,3.41,0.10,,
May,4.51,1.58,,3.54,5.21,0.70,1.27,,0.43,1.03,,
June,0.50,1.71,,1.73,3.15,3.32,3.05,3.59,0.93,1.95,,
July,2.18,1.24,,1.33,0.86,4.42,3.60,3.75,0.87,3.37,,
August,5.57,2.43,,6.89,1.34,6.75,4.66,2.32,0.45,3.48,,
September,2.23,2.95,,1.72,2.65,3.28,4.55,2.72,0.07,8.27,,
October,0.96,1.88,,3.86,3.20,1.10,2.60,,2.30,9.10,,
November,6.60,1.04,,4.97,2.52,0.53,2.47,1.30,3.14,7.43,,
December,2.31,0.90,,2.67,3.70,2.78,1.15,3.94,4.42,5.08,,
Total,34.10,18.73,,32.68,34.20,31.36,28.39,,20.11,42.42,,
Calc annual,34.10,18.73,0.00,32.68,34.20,31.36,28.39,22.91,20.11,42.42,,
Difference,0.00,0.00,NaN,0.00,0.00,-0.00,0.00,NaN,0.00,0.00,,
