"CULLODEN HOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR229,,,,,,,,,,,
,,,,,,,,,,,,
,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,,
January,0.90,1.66,4.45,2.22,0.91,1.22,1.98,1.94,2.71,3.30,,
February,3.03,0.20,2.14,1.69,1.46,2.10,2.48,0.79,0.39,1.73,,
March,0.69,2.58,0.36,0.23,0.53,1.84,0.13,1.37,1.73,2.65,,
April,0.43,0.17,0.18,0.78,0.69,1.72,2.75,0.83,0.82,2.14,,
May,2.40,1.20,0.61,0.99,2.17,0.97,2.58,0.68,2.55,0.08,,
June,1.01,1.51,2.25,2.63,1.36,1.09,3.13,2.89,2.35,1.36,,
July,1.26,1.78,2.46,1.87,2.68,5.73,2.38,2.42,4.17,2.27,,
August,3.24,1.51,2.13,2.08,2.44,1.38,1.63,0.86,3.20,1.68,,
September,1.65,0.58,2.43,2.31,1.59,0.71,5.15,4.16,0.89,1.74,,
October,3.06,1.44,1.34,3.65,3.21,1.84,0.49,0.62,2.79,3.49,,
November,3.39,1.59,2.23,0.76,2.73,0.32,1.74,2.63,0.95,2.22,,
December,1.86,0.66,5.85,0.74,3.28,2.01,1.66,2.62,2.27,3.40,,
Total,22.92,14.88,26.43,19.95,23.05,20.93,26.10,21.81,24.82,26.06,,
Calc annual,22.92,14.88,26.43,19.95,23.05,20.93,26.10,21.81,24.82,26.06,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
