"WEST LODGE, DORCHESTER",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,,
January,,,,,3.75,,,,,,,
February,,,,,0.90,,,,,,,
March,,,,,0.49,,,,,,,
April,,,,,0.33,,,,,,,
May,,,,,3.53,,,,,,,
June,,,,,1.92,,,,,,,
July,,,,,3.46,,,,,,,
August,,,,,1.15,,,,,,,
September,,,,,0.91,,,,,,,
October,,,,,3.66,,,,,,,
November,,,,,2.20,,,,,,,
December,,,,,1.78,,,,,,,
Total,,,57.33,35.42,24.08,,,,,,,
Calc annual,0.00,0.00,0.00,0.00,24.08,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,57.33,35.42,0.00,NaN,NaN,NaN,NaN,NaN,,
