"DEVONPORT QUEEN ST",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,,
January,,,5.54,3.91,,,,,,,,
February,,,1.33,1.76,,,,,,,,
March,,,1.40,-999.00,,,,,,,,
April,,,0.78,2.72,,,,,,,,
May,,,1.86,1.35,,,,,,,,
June,,,3.92,1.47,,,,,,,,
July,,,0.86,1.47,,,,,,,,
August,,,2.18,1.69,,,,,,,,
September,,,1.66,2.68,,,,,,,,
October,,,3.76,4.91,,,,,,,,
November,,,8.14,3.34,,,,,,,,
December,,,7.57,1.84,,,,,,,,
Total,,,39.00,28.03,,,,,,,,
Calc annual,0.00,0.00,39.00,27.14,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,0.00,0.89,NaN,NaN,NaN,NaN,NaN,NaN,,
