"SHREWSBURY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,,
January,,,5.66,,,,,,,,,
February,,,3.66,,,,,,,,,
March,,,0.76,,,,,,,,,
April,,,0.62,,,,,,,,,
May,,,3.26,,,,,,,,,
June,,,5.76,,,,,,,,,
July,,,5.73,,,,,,,,,
August,,,9.23,,,,,,,,,
September,,,8.36,,,,,,,,,
October,,,4.12,,,,,,,,,
November,,2.70,,,,,,,,,,
December,,2.02,,,,,,,,,,
Total,,,,,,,,,,,,
Calc annual,0.00,4.72,47.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
