"STRONVAR PERTH",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5526,,,,,,,,,,,
,,,,,,,,,,,,
,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,,
January,,,,,5.50,,,,,,,
February,,,,,3.25,,,,,,,
March,,,,,2.25,,,,,,,
April,,,,,0.50,,,,,,,
May,,,,,3.50,,,,,,,
June,,,,,4.50,,,,,,,
July,,,,,2.50,,,,,,,
August,,,,,2.75,,,,,5.28,,
September,,,,,2.75,,,,,9.90,,
October,,,,,5.25,,,,,4.70,,
November,,,,,3.75,,,,,9.30,,
December,,,,,6.75,,,,,8.80,,
Total,,,,,43.25,,,,,,,
Calc annual,0.00,0.00,0.00,0.00,43.25,0.00,0.00,0.00,0.00,37.98,,
Difference,NaN,NaN,NaN,NaN,0.00,NaN,NaN,NaN,NaN,NaN,,
