CRAVEN-ARMS-HOPESAY-RECTORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO389832,Long,-2.9003321,Lat,52.443333,Elevation,575,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2270/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,,,,,1.66,1.14,1.31,2.07,0.76,4.26,4.16,,,,,,,,,,,,,,,,,,,,,,,,,,,3.28,4.01,3.41,5.08,2.51,2.38,3.33,,,,
February,,,,,,,2.33,1.76,1.62,0.95,3.58,1.88,1.74,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,2.85,0.68,1.54,1.17,1.95,3.19,,,,
March,,,,,,,1.49,1.24,3.95,3.51,0.95,1.72,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,2.66,2.37,0.7,0.47,1.11,0.83,,,,
April,,,,,,,1.01,2.17,3,2.53,1.82,1.17,0.15,4.86,,,,,,,,,,,,,,,,,,,,,,,,,,,3.39,1.51,1.58,1.15,1.28,1.43,1.87,,,,
May,,,,,,,1.96,2.73,2.28,0.98,1.73,1.35,1.7,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87,2.08,4.05,2.7,1.56,3.14,,,,,
June,,,,,,,2.02,3.2,1.36,3.02,2.21,2.46,4.12,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,1.22,0.95,1.84,0.83,1.82,1.24,3.11,,,,,
July,,,,,,,0.69,2.98,3.24,2.23,2.2,0.7,2.49,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,6.16,3.63,2.45,1.96,1.58,1.51,2.81,,,,,
August,,,,,,,1.69,2.76,4.14,1.65,4.44,1.64,6.98,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,0.22,4.18,2.03,2.07,3.32,5.06,,,,,
September,,,,,,,0.7,0.67,2.35,2.75,0.54,2.21,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,1.15,0.98,1.99,2.86,2.68,1.95,,,,,
October,,,,,,,5.04,7.14,1.89,4.47,4.11,2.39,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52,3.53,2.24,1.82,3.37,3.77,3.72,,,,,
November,,,,,,,3.34,2.93,1.95,0.63,5.3,4.01,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,5.28,7.21,2.54,0.8,2.19,4.16,0.33,,,,,
December,,,,,,,2.71,3.49,3.11,4.48,6.73,6.84,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83,1.34,1.53,3.66,1.22,2.35,3.61,,,,,
Total,,,,,,,,32.73,30.03,28.51,35.68,27.13,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.02,28.87,25.18,26.28,26.02,30.6,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is from 1940s records sheet and is Hopesay Vicarage. Altitudes match. 2 separate batches of readings with different observers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
