"CASTLE BROMWICH HALL",,,,,,,,,,,,
Grid ref,SP142897,Long,-1.792229,Lat,52.505015,,,,,,,
Station no,RR1330,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,3.53,1.09,0.76,1.25,,
February,,,,,,,2.23,0.97,1.45,0.70,,
March,,,,,,,1.14,1.04,3.19,2.96,,
April,,,,,,,1.05,2.00,2.97,1.71,,
May,,,,,,,2.35,4.49,3.09,1.52,,
June,,,,,,,2.71,3.41,2.30,3.62,,
July,,,,,,,1.09,3.11,3.01,3.08,,
August,,,,,,,1.04,2.38,1.79,2.33,,
September,,,,,,,1.09,0.86,2.85,2.87,,
October,,,,,,,4.83,5.21,2.06,3.69,,
November,,,,,,,2.09,2.15,1.90,1.01,,
December,,,,,,,1.63,3.12,1.94,4.17,,
Total,,,,,,,24.78,29.83,27.31,28.91,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,24.78,29.83,27.31,28.91,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,-0.00,-0.00,,
