"BISHOP'S SUTTON",,,,,,,,,,,,
Grid ref,SU605319,Long,-1.137652,Lat,51.083237,,,,,,,
Station no,724/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.16,2.75,1.01,1.87,2.77,4.12,2.48,3.46,3.24,3.76,,
February,6.18,0.96,1.90,2.94,1.40,0.30,4.32,2.74,0.07,3.24,,
March,4.64,3.12,0.65,3.11,1.31,0.79,2.24,1.57,3.68,1.85,,
April,3.14,2.03,2.71,0.38,0.39,1.41,0.22,0.88,3.00,1.05,,
May,3.71,4.06,2.56,2.33,4.53,0.50,1.44,2.22,0.65,0.92,,
June,1.74,1.47,2.48,3.37,3.33,2.29,1.31,4.02,0.81,2.90,,
July,2.56,0.38,3.41,3.44,1.12,3.39,5.05,1.54,1.68,4.16,,
August,5.46,4.09,2.17,3.39,0.63,4.36,2.87,3.38,3.93,3.86,,
September,3.72,2.93,2.90,3.92,2.32,3.56,3.04,5.06,0.41,4.87,,
October,1.11,4.93,4.36,3.47,4.79,2.91,2.50,3.33,2.62,7.87,,
November,9.09,4.30,1.40,5.60,2.61,0.90,3.15,2.63,3.68,5.84,,
December,2.79,2.59,0.99,3.03,3.74,4.86,2.79,3.56,6.73,4.58,,
Total,48.30,33.61,26.54,36.85,28.94,29.39,31.41,34.39,30.50,44.90,,
Calc annual,48.30,33.61,26.54,36.85,28.94,29.39,31.41,34.39,30.50,44.90,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,,
