NEW MALDEN SEWAGE WORKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ197685,Long,-0.280569,Lat,51.402908,Elevation,51,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,0.84,1.83,1.73,0.25,1.27,2.45,1.12,0.56,2.06,0.82,1.76,2.4,0.8,0.59,1.85,2.07,0.86,3.07,0.65,1.13,0.67,1.36,0.99,3.04,2.4,0.12,5,0.77,0.74,2.74,2.86,1.93,1.89,2.06,1.19,2.43,1.39,2,1.8,2.7,0.98,2.67,1.26,1.59,1.31,1.55,1.05,4.04,3.41,2.02,3.68,2.16,2.3,2.51,4.49,1.32,1.62,1.36,1.46,2.99,1.17,0.85,2.92,1.68,0.98,1.08,2.31,3.59,1.6,1.81,2.21,1.75
February,,,,,,,,,,1.88,0.65,0,1.01,2.21,1.36,0.15,0.17,2.08,1.1,1.96,2.94,0.81,0.58,0.67,1.65,0.55,1.3,1.1,0.89,0.45,2.41,0.87,1.31,0.68,2.18,3.75,3.06,0.98,0.8,1.88,0.42,0.18,1.62,2.81,0.56,3.19,2.36,3.39,1.15,0.29,0.65,1.54,0.14,2.78,0.27,2.49,1.71,3.49,0.34,0.85,1.39,1.73,0.6,1.6,0.65,1.31,2.21,1.38,1.21,1,3.41,5.46,1.02,1.25,2.07,1.61,0.39,2.77,1.99,0.05,1.51
March,,,,,,,,,,1.42,1.08,1.35,0.82,0.27,0.62,0.88,3.04,3.59,1.12,0.3,0.81,1.66,1.03,1.59,0.99,2.99,0.85,0.67,2.43,2.69,0.87,1.39,2.17,1.99,3.71,0.96,3.6,1.41,0.77,2.95,1.14,1.07,1.54,2.08,0.7,0.5,0.19,2.76,1.35,0.01,1.52,0.16,1.19,2.37,1.84,0.26,1.16,2.65,0.26,0.85,3.12,3.35,1.75,0.26,0.05,0.96,1.11,4.57,0.57,0.87,0.59,2.85,2.67,0.45,1.93,0.91,0.7,0.72,1.11,1.9,1.78
April,,,,,,,,,,1.76,1.61,0.8,0.81,0.17,1.32,1.1,0.65,2.48,0.75,1.88,0.54,1.68,0.46,1.34,0.7,1.29,0.37,3.01,2.25,1.25,1.01,1.66,0.1,2.43,0.89,1.61,1.03,1.86,3.18,2.25,2.54,0.79,2.28,1.43,3.59,1.79,3.34,1.59,1.3,0.87,1.22,3.85,2,0.44,2.17,3,1.77,1.84,0.08,2.2,1.67,1.33,0.85,0.78,1.56,1.19,2.2,1.69,1.26,1.62,2.88,2.35,1.4,2.08,0.33,0.25,1.04,0.2,1.17,1.79,0.54
May,,,,,,,,,,3.55,1.35,2.29,1.11,1.12,1.41,0.3,0.17,1.25,2.4,1.17,0.71,0.36,1.81,1.77,1.93,0.88,0.99,1.4,1.22,1.55,1.47,2.37,1.22,1.66,1.23,3.71,2.09,2.06,1.39,0.3,0.4,1.2,0.93,2.37,3.11,1.64,1.34,1.17,2.25,1.31,2.95,2.42,4.37,2.32,0.49,1.07,0.6,2.19,1.17,1.47,1.16,1.59,2.65,1.58,0.9,2.32,3.25,1.52,1.93,2.19,1.73,1.94,2.4,1.18,2.75,3.69,0.2,1.24,2.27,0.85,1.77
June,,,,,,,,,,1.15,2.27,,2.08,0.99,2.14,0.23,2.07,3.95,0.93,0.86,1.85,1.75,3.65,5.89,0.75,4.48,2.41,1.53,2.85,4.4,2.71,2.04,3.34,0.24,2.64,0.65,1.87,3.15,0.87,1.08,2.26,0.18,1.07,0.24,2.27,0.06,3.5,3.12,2.3,0.9,1.04,1.9,0.76,1.31,1.13,4.24,2.55,1.92,0.45,1.11,0.58,2.29,2.46,1.24,2.01,1.41,2.4,2.1,1.9,0.57,1.21,0.83,2.03,1.32,4.41,2.24,1.94,0.75,4.04,0.88,1.03
July,,,,,,,,,,2.5,3.41,,1.67,2,3.65,4.6,1.22,1.69,0.52,0.43,1.05,1.61,0.91,4.05,1.28,0.97,0.51,1.02,2.78,3.24,2.96,0.52,1.43,2.06,2.1,,2,5.25,7.48,2.11,4.41,0,3.08,3.97,3.2,3.73,1.73,2.75,2.23,1.09,1.69,3.03,2.19,1.43,2.4,1.16,2.31,0.55,1.1,2.07,3.07,3.54,1.69,1.62,2.18,3.32,1.12,1.27,0.83,1.66,3.19,1.28,0.6,3.68,2.72,0.26,3.98,2.93,1.98,1.13,2.98
August,,,,,,,,,2.93,1.69,1.61,,3.24,0.44,2.44,2.76,2.75,2.77,1.3,0.38,2.61,1.86,2.68,4.01,1.74,3.07,0.9,1.96,3.09,1.53,2.44,1.46,4.7,1.73,1.71,,3.41,4.29,1.05,2.1,1.66,0.71,2.28,1.72,2.39,2.14,1.06,3.55,2.21,2.21,2.54,4.87,0.73,0.56,2.1,2.32,0.62,3.16,1.95,3.1,0.17,4.62,1.71,1.08,2.3,1.22,4.08,0.35,3.09,1.44,1.31,2.35,2.42,1.21,3.16,1.03,2.39,3.99,3.7,1.68,2.93
September,,,,,,,,,1.19,1.12,0.65,,1.73,0.9,1.36,0.87,8.07,2.84,0.35,2.37,0.45,1.3,1.6,2.69,0.92,1.53,2.08,0.45,1.55,1.81,0.88,1.16,2.33,1.94,0.9,2.28,1.47,1.82,5.95,1.47,3.09,1.59,1.52,1.15,3.08,2.24,0.99,4.21,0.75,0.14,2.7,2.32,1.9,2.83,1.21,2.63,2.12,1.54,2.35,0.99,1.3,0.33,1.17,1.79,2.11,1.54,3.12,1.23,0.93,0.45,2.41,2.69,3.19,2.57,2.2,1.84,1.99,2.32,4.04,0.02,2.62
October,,,,,,,,,1.02,3.63,0.81,,3.28,3.34,4.49,2.74,2.8,0.4,3.33,2.14,1.49,1.64,1.1,4.52,1.56,1.06,3.15,2.99,1.83,3.49,2.81,2.87,2.09,4.37,1.29,2.66,3.27,3.23,1.15,0.98,0.9,0.86,0.82,5.18,3.19,2.15,2.39,0.93,4.14,2.46,0.95,0.78,4.8,1.46,1.08,2.68,1.84,2.28,1.92,5.65,1.94,0.75,3.47,2.62,2.61,2.2,0.93,0.12,2,4.76,0.26,0.7,2.51,3.08,2.05,2.68,1.56,1.64,2.68,2.09,5.1
