GREENOCK (SHAWS WATER WORKS) MEAN OF 5 GAUGES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS2521773284,Long,-4.798640466,Lat,55.9207905,Elevation,687,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869
January,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,10.14,,,12.55,8.93,,
February,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,6.06,,,9.54,6.45,,
March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.42,3.29,,,4.15,3.16,,
April,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.68,5.09,,,2.45,8.1,,
May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.36,3.52,,,1.97,4.12,,
June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.98,4.39,,,3.5,2.72,,
July,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.98,0.46,,,3.85,5.51,,
August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,4.82,,,7.25,4.42,,
September,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.92,7.68,,,8.14,5.12,,
October,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.54,6.14,,,5.27,7.82,,
November,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.76,6.11,,,5.62,1.84,,
December,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.86,7.96,,,9.72,5.01,,
Total,,,,,,64.66,74.38,55.22,58.97,60.69,,62.86,54.24,60.82,45.8,67.26,66.75,58.08,65.72,62.96,63.08,61.06,70.76,51.35,61.32,40.52,,56.23,55.23,64.41,56.3,,66.9,65.66,,,74.01,63.2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THIS IS THE MEAN OF 5 GAUGES AND HAS BEEN INCLUDED FOR YEARS WHICH DO NOT HAVE DATA FOR THE INDIVIDUAL SITES ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is Centroid of 5 gauges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation is mean of 5 gauges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 Gauges are,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GREENOCK-WW-LOCH-THOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GREENOCK-WW-COMPENSATION-RES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GREENOCK-WW-SHIELHILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GREENOCK-WW-SPANGO-BURN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GREENOCK-WW-EVERTON-COTTAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
