"MANCHESTER (HULLARD PARK)",,,,,,,,,,,,
Grid ref,SJ823962,Long,-2.268061,Lat,53.462244,,,,,,,
Station no,2828,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.12,3.51,1.44,3.42,2.14,4.70,2.36,3.08,3.12,4.31,,
February,2.10,0.81,1.56,3.37,1.83,0.85,2.26,5.55,0.43,2.13,,
March,4.53,2.34,1.95,2.58,2.09,1.04,2.93,2.26,1.50,0.81,,
April,1.84,3.56,2.38,0.70,2.14,3.60,0.53,1.17,2.71,1.90,,
May,2.10,1.72,1.86,2.58,3.06,1.20,1.56,3.18,0.94,2.15,,
June,1.00,2.36,2.35,3.81,3.38,2.45,1.75,4.59,2.45,2.24,,
July,2.90,2.59,3.96,6.38,1.05,5.41,5.25,4.57,2.63,5.76,,
August,4.19,2.29,4.05,4.91,0.74,9.31,5.06,6.21,0.28,5.31,,
September,3.01,3.16,2.56,4.31,2.39,2.52,5.72,4.70,0.25,3.61,,
October,1.17,3.40,2.07,6.08,2.01,3.08,4.11,2.87,3.33,4.03,,
November,7.01,2.46,3.40,5.71,2.01,1.58,1.59,1.45,4.03,3.96,,
December,5.69,3.64,1.34,5.34,4.64,3.20,3.11,3.57,5.10,3.92,,
Total,38.66,31.84,28.92,49.19,27.48,38.94,36.23,43.20,26.77,40.13,,
Calc annual,38.66,31.84,28.92,49.19,27.48,38.94,36.23,43.20,26.77,40.13,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,,
