BOCKLETON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO593614,Long,-2.5973,Lat,52.2501,Elevation,681,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859
January,,,,,,,,,,,,,,,,,,,,,1.97,2.82,0.32,,,,,,,,1.2,3.7,4.09,2.48,2,0.34,3.55,1.9,,
February,,,,,,,,,,,,,,,,,,,,,0.97,0.37,1.57,,,,,,,,0.78,0.28,1.37,0.58,0.8,1.33,2.05,1.42,,
March,,,1.43,,,,,,,,,,,,,,,,,,0.25,1.12,2.62,,,,,,,,0.86,3.81,0.4,1.13,0.66,1.87,1.19,2.26,,
April,,,2.46,,,,,,,,,,,,,,,,,,0.5,1.22,,,,,,,,,2.99,2.37,0.85,2.22,0.45,1.01,1.95,3,,
May,,,1.35,,,,,,,,,,,,,,,,,,3.25,1.52,,,,,,,,,3.03,1.23,2.01,1.92,1.86,2.08,2.72,2.48,,
June,,,1.12,,,,,,,,,,,,,,,,,,1.85,3.37,,,,,,,,,0.68,2.56,4.65,3.42,1.52,3.54,1.27,3.11,,
July,,,4.68,,,,,,,,,,,,,,,,,,2.27,2.92,,,,,,,,,2.03,2.71,4.25,2.16,5.07,5.84,1.89,1.84,,
August,,,1.6,,,,,,,,,,,,,,,,,,1.15,3.02,,,,,,,,,1.29,1.91,6.04,2.23,1.2,1.98,4.97,5,,
September,,,1.2,,,,,,,,,,,,,,,,,,2.25,3.45,,,,,,,,,2.32,0.6,6.34,2.19,0.92,1.26,3.48,2.11,,
October,,,2.65,,,,,,,,,,,,,,,,,,0.49,3.77,,,,,,,,,1.43,2.12,3.08,4.66,1.76,4.82,3.04,3.03,,
November,,,3.95,,,,,,,,,,,,,,,,,,2.87,3.85,,,,,,,,,2.24,0.98,6.57,2.21,1.55,0.55,0.78,1.71,,
December,,,,,,,,,,,,,,,,,,,,,0.4,1.45,,,,,,,,,1.94,1.7,2.37,1.2,1.11,1.03,3.31,0.68,,
Total,,,,,,,,,,,,,,,,,,,,,18.22,28.88,,,,,,,,,20.79,23.97,42.02,26.4,18.9,25.65,30.2,28.54,,
