"SUDBURY (FRIARS STREET)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1336,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,2.02,2.80,3.74,1.40,1.60,1.30,,,,,,
February,1.94,0.88,0.91,1.19,1.35,1.69,,,,,,
March,3.02,1.63,0.52,0.50,1.08,1.04,,,,,,
April,1.35,0.99,0.93,1.49,0.93,0.86,,,,,,
May,1.64,1.76,0.88,1.25,3.04,1.55,,,,,,
June,0.67,0.42,1.53,1.52,2.09,3.17,,,,,,
July,2.22,2.08,1.05,1.87,1.71,4.49,,,,,,
August,3.25,2.10,1.07,1.95,2.07,4.07,,,,,,
September,0.20,2.14,1.72,2.86,2.76,2.74,,,,,,
October,1.94,4.29,1.66,3.24,1.67,1.51,,,,,,
November,2.16,2.72,1.65,3.27,0.48,3.13,,,,,,
December,1.31,2.57,1.56,1.16,2.72,,,,,,,
Total,21.72,24.38,17.22,21.70,21.50,,,,,,,
Calc annual,21.72,24.38,17.22,21.70,21.50,25.55,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,-0.00,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,,
