HECKFIELD HIGHFIELD PARK,,,,,,,,,,,,
Grid ref,SU722606,Long,-0.964877,Lat,51.339912,,,,,,,
Station no,RR7957,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.51,1.08,0.97,2.25,2.61,0.60,3.91,0.84,1.33,0.86,,
February,4.38,1.20,1.01,1.37,3.15,0.41,1.78,2.00,1.13,0.42,,
March,1.09,1.94,2.03,3.86,1.11,4.02,1.56,0.86,2.77,3.31,,
April,1.05,2.26,0.95,1.88,1.22,1.20,0.52,3.81,3.86,1.55,,
May,1.60,1.05,2.33,2.68,2.97,2.21,1.92,1.52,1.38,1.45,,
June,2.69,1.21,2.89,4.83,0.88,3.97,2.59,2.01,0.90,4.71,,
July,0.60,2.84,1.47,3.79,1.56,1.62,0.52,1.94,1.61,2.36,,
August,2.05,2.44,3.51,3.11,1.79,2.74,1.21,2.40,2.55,1.76,,
September,0.76,1.60,1.99,2.31,1.71,2.05,1.66,0.68,1.91,3.13,,
October,2.23,2.41,1.39,7.40,1.90,1.35,4.81,4.84,1.65,4.79,,
November,2.00,0.45,2.09,1.96,1.58,3.06,3.86,2.33,0.81,0.69,,
December,2.97,3.39,1.61,2.62,2.37,1.01,2.03,3.59,2.23,2.96,,
Total,23.93,21.87,22.24,38.06,22.85,24.24,26.37,26.82,22.13,27.99,,
Calc annual,23.93,21.87,22.24,38.06,22.85,24.24,26.37,26.82,22.13,27.99,,
Difference,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,-0.00,,
