"THE STYE C",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,25.00,42.50,16.50,26.20,16.35,14.70,29.50,,,,,
February,24.30,1.75,18.00,19.50,3.80,19.10,26.85,,,,,
March,26.25,36.00,,7.40,4.05,6.20,11.02,,,,,
April,17.25,4.10,,12.30,8.55,19.20,10.44,,,,,
May,18.20,9.40,14.12,12.10,15.45,19.80,10.25,,,,,
June,7.25,2.20,13.00,10.00,14.50,1.40,11.85,,,,,
July,17.00,8.50,15.35,17.00,15.15,5.60,13.95,,,,,
August,13.20,25.10,16.50,30.36,18.12,16.90,15.54,,,,,
September,14.00,6.20,15.00,22.65,25.25,11.00,17.21,,,,,
October,2.30,8.00,8.20,35.00,15.15,22.00,,,,,,
November,14.25,8.00,8.00,27.00,22.50,5.30,,,,,,
December,16.40,33.00,26.50,18.50,34.10,15.00,5.50,,,,,
Total,195.40,184.75,166.87,238.01,192.97,156.20,189.21,,,,,
Calc annual,195.40,184.75,151.17,238.01,192.97,156.20,152.11,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,15.70,-0.00,0.00,-0.00,37.10,NaN,NaN,NaN,NaN,
