SWANBOURNE-HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SP799270,Long,-0.83922,Lat,51.935782,Elevation,411,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,2.66,0.79,3.84,1.06,1.93,0.9,,1.08,4.17,,,,,,2.93,3.22,2.28,2.27,2.04,1.03,2.91,1.45,3.24,2.44,3.7,1.29,3.07,1.34,1.56,1.93,1.61,0.81,4.03,4.09,2.43,4.53,2.35,2.97,,3.07,1.1,,,,,,0.48,2.23,,1.02,0.88,2.25,3.71,1.7,2.87,3.6,3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,3.12,0.59,1.96,1.17,1.01,0.44,,1.57,2.19,,,,,,1.36,2.68,0.85,0.38,2.06,3.49,0.56,3.1,2.37,3.88,1.75,0.98,0.9,2.46,0.19,2.7,0.33,2.87,1.89,4.19,0.88,0.71,1.5,1.88,,0.72,1.02,,,,,,3.84,3.09,,1.26,2.21,1.06,0.36,3.14,3,0.03,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,1.42,2.77,1.68,0.94,2.74,2.32,,2,3.54,,,,,,0.71,4.64,2.5,1.33,1.79,1.77,0.76,0.88,0.38,2.32,2.06,0.09,1.6,0.27,2.47,3.15,1.94,0.53,1.75,3.73,0.31,1.81,2.04,2.26,,0.64,0.12,,,,,,0.73,3.47,,0.38,2.79,1.9,0.84,1.91,1.59,2.7,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,1.24,2.02,0.75,2.66,4.33,2,,1.45,0.06,,,,,,3.87,3.32,3.89,1.05,2.73,2.19,2.87,1.69,2.74,1.84,1.17,1.34,1.96,3.62,2.67,0.87,1.93,4.22,1.52,3.13,0.17,3.02,1.51,1.79,,1.14,1.59,,,,,,2.3,2.55,,2.66,0.31,0.61,1.52,0.21,0.83,2.19,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,2.43,1.06,1.43,3.37,2.6,1.76,,1.82,1.87,,,,,,2.09,0.45,2.07,1.34,1.02,1.76,6.32,2.15,3.02,0.99,1.52,1.45,2.36,2.84,5.43,1.88,0.68,1.89,0.73,4.24,1.63,1.56,0.96,1.45,,1.46,0.96,,,,,,2.88,2.49,,1.84,2.58,4.71,0.28,1.88,1.99,0.79,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,0.77,3.66,3.7,2.2,1.42,3.99,,1.55,2.52,,,,,,0.93,1.08,2.59,0.29,0.39,0.52,2.16,0.02,3.1,3.67,2.62,0.89,1.39,2.74,0.49,1.77,1.01,3.08,4.9,1.59,0.71,1.71,0.43,1.55,,1.74,1.4,,,,,,1.82,0.95,,1.76,3.63,2.59,2.17,2.77,4.62,0.99,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,3.91,0.45,0.45,1.72,2.27,3.57,,0.25,2.27,,,,,,5.07,2.35,4.09,0.18,4.06,2.9,3.47,3.79,2.16,2.42,2.24,1.33,2.56,3.76,2.84,1.65,2.24,0.85,5.79,1.48,1.49,3.04,2.61,3.11,,0.61,2.05,,,,,,,1.11,,3.14,2.47,0.58,2.29,2.37,2.37,2.41,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,2.75,3.94,1.31,1.98,2.99,3.27,,0.94,6.2,,,,,,1.07,3.14,1.32,1.57,3.03,3.72,2.37,2.21,1.23,3.58,2.49,0.59,3.04,3,4.24,0.83,1.72,2.88,0.34,0.81,4.39,2.37,0,3.6,,1.79,1.65,,,,,,3.5,4.94,,3.09,3.55,0.85,3.76,2.14,2.81,1.06,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,1.56,1.73,1.38,0.6,1.44,2.96,,1.66,1.62,,,,,,5.83,1.93,2.21,1.21,1.65,2.68,4.09,3.31,2.41,6.01,0.6,0.32,3.2,2.84,3.32,2.08,2.25,4.79,4.13,1.66,1.65,0.69,1.09,0.19,,1.78,2.16,,,,,,2.75,2.44,,1.25,2.39,1.11,2.24,3.11,3.26,0.14,3.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,1.08,1.43,4.43,4.18,1.48,3.71,,2.13,2.85,,,,,,1.77,2.06,1.21,1.08,1.08,4.32,4.42,3.1,2.48,1.66,3.45,3.92,1.19,0.64,4.32,2,1.45,3.11,1.6,2.83,3.32,6.62,2.51,1.17,,1.93,3.33,,,,,,0.74,1.18,,1.57,2.09,1.48,2.06,1.78,2.78,2.04,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
