MIRFIELD COTEWALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE217193,Long,-1.673032,Lat,53.66973,Elevation,200,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,,,2.37,1.76,2.08,2.18,0.6,2.4,1.99,,3.55,0.91,4.04,2.91,1,0.11,0.2,3.22,4.69,4.52,1.55,4.68,1.3,0.73,1.04,3.43,1.6,1.44,1.24,2.93,3.95,0.53,2.7,1.58,4.49,3.16,1.66,2,1.6,2.86,0.95,4.39,1.19,2.07,1.81,4.15,1.02,5.18,3.99,2.05,4.46,2.68,2.49,2.54,5.23,4.16,5.29,4.37,1.71,2.09,3.35,2.66,2.45,6.04,1.66,4.43,2.22,1.62,1.95,1.85,1.65,3.37,4.01,3.19,3.6,
February,,,,,,,,2.02,2.46,2.83,0.7,1.14,1.97,0.86,1.08,1.2,2.82,2.92,1.07,2.91,2.67,3.99,1.92,2.01,2.39,2.68,0.62,0.7,1.03,1.49,0.82,0.03,2.79,3.24,4.64,0.37,0.98,2.85,1.86,1.33,4.02,1.43,1.31,2.73,4.57,1.06,2.65,2.17,1.86,1.05,2.85,2.45,1.95,1.18,2.23,4.26,5.94,0.96,4.19,2.82,3.13,0.57,3.06,5.38,1.74,4.41,2.19,0.99,4.14,0.38,0.69,3.31,0.25,4.67,0.16,3.41,3,5.5,0.65,1.78,
March,,,,,,,,2.48,2.24,1.35,1.95,0.46,2.32,2.33,2.07,0.46,3.75,3.23,0.99,1.72,2.56,4.08,2.81,1.08,1.72,1.46,3.28,1.42,3.7,3.51,1.95,1.59,0.96,0.5,1.97,1.9,3.3,3.09,1,1.32,0.85,2.51,1.16,3.61,2.34,2.75,2.22,2.6,3.61,3.61,0.42,1.22,3.28,4.95,3.23,1.11,5.81,2.83,1.5,4.83,2.48,1.75,2.31,2.04,1.25,1.11,1.02,3.04,2.67,0.29,3.08,0.17,1.71,2.27,2.96,1.12,2.26,2.98,0.48,1.6,
April,,,,,,,,3.4,1.67,1.17,0.61,3.03,4.06,0.4,1.44,0.7,2.44,3.43,1.78,2.59,2.17,1.07,4.05,3.43,1.74,1.89,2.33,0.82,1.63,3.31,1.31,1.87,1.07,0.92,2.96,1.98,1.13,1.79,2.56,2.32,1.01,1.48,1.96,0.97,1.89,2.02,0.79,2.16,2.37,2.81,3.19,1.13,0.75,3.05,0.98,1.11,1.8,2.41,1.31,1.83,4.24,1.03,4.5,2.41,1.65,2.36,2.09,2.81,1.01,1.24,2.56,4.33,2.96,1.84,2.97,4.32,0.96,2.86,0.15,1.99,
May,,,,,,,,1.98,1.8,5.55,1.29,1.03,1.14,1.69,1.32,1.86,1.03,3.4,5.06,2.07,2.9,0.89,1.28,0.73,1.55,1.96,5.56,1.81,0.48,3.07,2.62,2.72,3.02,2.06,1.47,0.59,0.6,0.86,2.47,3.29,1.66,1.34,2.68,3.97,3.4,1,2.74,4.82,2.49,2.08,2.73,1.46,4.13,3.07,0.93,2.94,3.01,2.89,3.55,1.81,3.73,1.54,1.18,3.52,5.03,4.04,2.86,1.83,2.57,1.56,1.47,2.95,5.31,3.5,1.03,0.59,1.18,2.59,3.68,1.04,
June,,,,,,,,1.64,0.18,0.24,1.55,3.64,3.11,0.89,0.76,3.2,2.98,1.62,2.73,5.02,2.4,1.56,4.56,4.37,0.91,2.99,0.96,0.18,2.15,0.35,2.14,2.79,4.18,1.87,2.59,4.27,3.74,3.21,2.36,1.68,1.63,0.78,2.03,1.55,1.08,2.45,3.19,3.59,1.52,4.68,3.52,3.46,5.45,1.31,3.55,3.81,2.23,1.98,1.58,0.65,3.28,0.14,2.42,0.95,2.33,0.85,3.47,2.7,4.7,1.1,1.71,5.25,0.23,1.5,1.67,2.44,4.99,1.17,2.39,1.83,
July,,,,,,,,3.48,0.78,0.38,0.61,2.93,4.47,2.18,2.3,5.83,1.85,2.71,1.35,3.36,5.38,1.58,3.24,3.83,2.73,0.81,4.88,1.49,4.52,1.99,2.19,2.56,1.53,6.07,3.41,6.07,1.24,0.48,0.95,1.82,2.07,3.53,1.86,2.8,2.88,1.68,1.54,2.46,2.91,3.69,3.51,0.11,5.21,1.36,3.06,5.2,2.56,1.59,4.51,3.54,7.75,0.8,4.9,5.64,3.28,1.35,3.55,2.67,0.59,2.47,5.37,3.4,3.36,2.16,1.36,0.93,2.5,3.08,3.84,6.97,
August,,,,,,,,2.79,2.41,1.63,1.18,1.14,2.41,2.02,1.93,2.03,2.2,3.91,6.46,3.73,1.55,3.81,1.5,1.44,1.24,1.02,0.97,1.44,1.85,3.01,3.56,3.76,2.57,1.96,2.74,1.87,1.66,2.86,3.56,1.15,5.35,1.61,3.88,3.48,4.09,4.85,2.84,2.08,2.41,2.67,4.12,2.39,8.03,2.19,2.71,5.63,2.32,5.82,2.5,3.03,1.43,4.83,6.43,3.29,2.14,3.73,3.8,5.66,3.52,2.55,3.91,4.97,1.5,0.47,1.11,2.85,1.36,1,4.72,1.27,
September,,,,,,,,2.22,3.64,4.33,0.29,4.7,3.99,1.1,1.23,2.87,4.42,3.65,3.06,1.46,4.6,2.88,1.84,5.76,1.42,1.9,1.6,2.63,0.77,1.21,1.27,1.75,1.62,1.02,0.49,0.93,5.05,2.77,0.24,3.51,1.22,0.68,1.64,3.53,0.64,1.72,0.79,0.45,3.01,3.8,0.16,3.19,1.79,2.77,1.5,1.04,1.79,0.86,10.44,1.09,1.74,1.05,4.96,2.17,3.55,2.7,1.66,4.68,0.42,0.82,4.96,4.01,1.6,2.1,1.7,5.67,3.32,1.29,2.78,0.94,
October,,,,,,,,1.84,2.65,1.77,6.53,2.11,4.16,2.19,2.81,4.8,3.1,3.41,2.95,1.11,5.22,3.59,3.74,3.46,1.52,5.75,4.91,2.73,1.03,3.93,0.76,4.37,6.59,1.62,4.45,3.17,3.97,1.48,3.68,2.99,3.26,1.89,3,8.5,0.58,2.27,5.83,6.17,1.37,2.44,3.05,2.86,4.07,3.32,2.67,1.96,5.47,5.23,2.41,2.85,3.23,2.03,1.78,2.64,4.1,3.48,3.42,3.14,4.81,2.96,3.31,1.06,4.16,3.91,2.13,6.35,2.48,3.26,3.51,2.78,
