KINGSTEIGNTON-TEIGNBRIDGE-HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SX859735,Long,-3.611887,Lat,50.5504,Elevation,27,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,,,,4.58,1.17,8.08,1.76,7.04,0.78,1.82,1.68,4.2,4.86,2.85,5.17,3.58,1.12,0.99,6.06,3.08,2.04,2.95,5.27,5.74,0.46,2.99,0.89,7.12,5.62,2.83,1.26,4.17,5.82,,,,,
February,,,,,,2.02,4.27,1.34,2.42,5.28,4.78,3.98,2.64,6.23,5.84,4.91,1.63,0.68,0.33,1.12,1.4,0,3.02,5.9,1.64,0,0.56,2.91,1.77,5.36,6.7,1.33,1.88,2.43,6.74,,,,,
March,,,,,,1.31,4.21,2.87,1.63,0.62,2.34,4.15,0.98,1.3,3.27,0.99,4.47,1.65,5.26,4.52,1.4,2.82,1.23,0.16,2,3.07,3.52,5.48,2.59,0.8,2.52,4.9,1.97,4.52,2.83,,,,,
April,,,,,,1.7,3.01,6.51,4.94,3.41,2.02,0.7,6.52,1.01,2.48,3.68,2.58,0.88,1.74,1.17,3.31,1.97,0.66,0.37,3.09,2.48,0.18,4.02,1.61,3.01,1.17,4.49,1.82,1.77,1.11,,,,,
May,,,,,,2.55,0.49,3.73,4.42,2.46,0.81,0.63,1.62,1.72,1.35,2.46,4.41,1.23,2.35,1.64,1.64,2.98,0.81,1.7,2.6,0.72,0.03,1.99,3.35,2.78,2.61,1.4,1.66,2.53,1.87,,,,,
June,,,,,,4.02,1.21,1.33,2.83,8.45,1.39,3.11,3.48,4.01,1.55,1.76,0.84,0.04,2.14,0.34,2.35,3.08,1.41,0.75,1.85,1.26,2.89,2.91,1.34,1.47,2.57,1.27,2.78,1.99,1.06,,,,,
July,,,,,,3.87,0.66,2.43,1.42,2.8,2.84,1.69,3.4,2.9,2.35,0.26,3.06,1.28,6.95,3.45,1.92,2.73,1.47,3.98,5.11,3.2,1.59,1.03,0.26,2.28,0.94,2.36,2.06,3.8,4.94,,,,,
August,,,,,,1.69,3.02,4.74,5.56,5.54,1.24,4.69,2.06,0.79,0.79,2.03,1.72,1.44,2.07,2.42,3.05,5.49,3.8,1.18,3.47,2.08,1.7,4.91,2.12,2.63,1.73,1.15,1.85,3.66,3.04,,,,,
September,,,,,,3.94,5.79,2.22,1.8,3.21,3.49,3.57,4.06,5.18,1.87,3.69,2.07,2.46,0.65,1.37,0.77,1.58,2.17,1.58,3.06,0.26,5.57,2.98,0.9,2.53,1.32,4.09,3.02,3.71,2.49,,,,,
October,,,,,,7.26,4.12,2.61,3.63,0.81,8,5.09,6.86,3.16,1,6.17,7.5,3.21,1.49,4.56,0.7,9.61,4.98,2.14,6.52,3.83,3.73,1.22,7.95,2.46,2.18,1.63,2.94,7.61,2.02,,,,,
November,,,,,,6.19,5.64,7.68,3.04,0.25,3.95,6.28,4.44,4.11,1.62,4.58,2.87,5.44,10.93,1.57,2.87,5.29,2.81,1.75,7.53,8.87,0.94,1.88,4.04,4.02,3.45,0.63,4.57,1.6,1.64,,,,,
December,,,,,,1.71,10.31,1.93,3.29,1.16,4.32,3.55,4.91,0.83,3.44,2.02,6.5,2.95,4.43,2.23,4.59,4.76,1.23,4.67,1.99,5.3,7.55,7.6,4.7,4.49,6.73,6.91,2.66,4.82,3.05,,,,,
Total,,,,,,40.84,43.9,45.47,36.74,41.03,35.96,39.26,42.65,35.44,30.42,35.4,42.82,24.84,39.46,25.38,30.06,43.39,25.63,27.13,44.13,36.81,28.72,39.92,31.52,38.95,37.54,32.99,28.47,42.61,36.61,,,,,
