WEST HARTLEPOOL LYNN STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NZ514325,Long,-1.204249,Lat,54.684936,Elevtion,84,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,,,,,1.28,1.38,1.46,0.93,1.62,1.3,2.52,0.67,1.04,0.74,1.99,1.52,0.79,0.49,1.18,1.5,0.24,1.67,0.34,0.65,0.45,1.32,0.71,1.52,1.59,1.13,1,1.26,1.77,,1.33,2.33,2.51,1.4,0.89,1.09,0.69,1.1,1.16,2.06,1.95,1.8
February,,,,,,,,,,1.08,0.72,0.65,1.54,1.51,2.2,0.66,0.34,1.06,0.54,0.87,3.64,1.18,1.18,0.5,1.25,0.47,0.56,0.41,0.85,0.98,1.14,0.9,1.12,0.39,0.55,0.84,4.64,0.84,,2.83,0.52,0.19,1.39,1.67,0.94,1.74,1.06,0.65,0.78,0.63,0.72
March,,,,,,,,,,1.94,1.27,1.85,1.27,0.36,0.83,1.33,1.62,1.6,0.67,0.87,1.08,0.95,0.37,1.25,0.7,1.13,0.84,0.42,1.55,2.46,0.27,1.41,1.31,1.02,1.11,0.61,5.55,2.02,,2.22,1.88,0.78,1.09,1.21,0.93,1.09,0.41,1.26,0.75,0.12,2.49
April,,,,,,,,,1.38,1.87,0.54,1.23,1.2,0.28,0.73,1.24,0.47,1.18,1.45,1.59,0.74,0.78,1.25,1.26,1.07,1.76,0.58,1.41,1.61,2.02,1.64,0.83,0.22,1.5,0.12,0.73,1.96,1,,0.93,2.1,0.81,1.21,1.18,1.33,1.71,0.62,1.34,0.71,1.06,1.18
May,,,,,,,,,0.35,1.78,2.41,2.36,2.27,1.66,1.9,0.51,0.69,0.73,1.97,2.79,0.8,1.59,1.9,1.77,2.36,0.48,2.48,2.85,1.49,1.36,1.51,0.66,1.36,1.23,1.11,1.43,1.93,2.6,,0.84,1.83,1.79,0.83,2.04,4.22,1.38,2.02,1.25,0.93,0.92,1.07
June,,,,,,,,,1.89,0.31,2.73,0.22,2.98,0.95,2.69,2.36,2.06,1.92,1.41,1.22,3.49,0.84,1.94,1.82,1,0.82,0.6,1.99,0.41,1.25,1.55,3.06,3.73,1.11,2.23,0.49,1.32,4.38,,1.33,0.72,0.65,1.46,0.69,1.05,0.09,2.3,2.48,3.62,1.67,1.28
July,,,,,,,,,6.15,2.54,2.06,3.94,1.59,2.34,2.03,5.28,1.83,0.65,0.57,1.19,1.19,3.35,1.71,3.45,1.25,0.55,1.21,0.96,2.59,2.1,1.92,0.88,2.29,0.57,3.14,2.35,2.31,2.09,,2.03,4.51,1.22,3.44,2.08,3.49,1.56,2.38,3.58,1.62,1.96,4.31
August,,,,,,,,,2.33,3.22,4.38,3.39,3.27,1.61,2.3,2.51,1.13,3.1,2.19,0.63,3.73,2.67,1.56,1.41,1.6,2.41,2.93,1.75,0.85,4.09,2.37,2.57,2.32,0.96,0.6,2.79,4.33,5.6,,1.44,0.89,3.09,1.83,2.12,2.39,2.6,2.16,4.9,2.48,1.44,2.28
September,,,,,,,,,1.18,0.6,1.4,1.48,1.93,1.53,0.77,0.38,1.62,1.69,0.39,2.2,0.64,0.8,0.48,2.19,1.15,1.58,0.28,0.36,1.5,1.34,0.31,1.46,0.83,1,1.89,1.32,2.48,0.92,,0.93,1.3,0.44,2.87,1.17,1.62,1.89,1.63,2.83,0.58,0.98,1.81
October,,,,,,,,,0.35,4.5,2.2,1.39,5.31,0.89,2.57,2.99,3.92,0.64,2.09,1.79,3.41,1.51,1.7,4.98,0.43,2.1,3.74,2.89,0.57,1.81,2.02,1.35,1.82,1.98,1.11,1.48,4.06,3.49,,3.63,2.23,1.55,1.05,1.49,2.62,1.16,2.26,1.22,1.91,1.51,1.42
November,,,,,,,,,2.33,1.12,3.27,1.64,1.11,1.11,0.52,1.25,0.93,1.72,1.42,0.85,1.79,2.64,0.79,1.5,1.51,3.18,1.8,1.66,1.11,0.64,1.68,2.28,1.46,0.98,1.68,1.18,1.85,2.31,,2.4,0.64,1.86,0.52,2.84,0.52,1.49,2.24,3.13,0.95,1.8,2.41
December,,,,,,,,,0.4,1.62,1.82,1.9,0.95,1.3,0.99,1.4,2.35,1.08,1.13,2.03,1.82,1.67,1.22,0.82,1.68,0.26,1.15,2,0.5,1.71,1.04,1.5,0.79,0.99,1.6,8.38,2.45,1.82,,1.64,2.77,1.56,2.38,1.89,2.52,1.93,0.49,1.3,0.8,1.61,0.99
Total,,,,,,,,,,21.86,24.18,21.51,24.35,15.16,,22.43,17.63,16.41,14.57,18.02,23.85,18.77,14.59,22.13,15.5,14.98,17.84,17.04,13.68,20.21,16.77,17.61,18.77,13.32,16.27,22.6,34.14,28.84,,21.55,21.72,16.45,19.47,19.27,22.72,17.33,18.67,25.1,17.19,15.65,21.76
