STOURBRIDGE PEDMORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO907823,Long,-2.138233,Lat,52.43859,Elevation,350,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,,,,3.18,2.02,3.79,2.03,2.16,0.65,0.72,2.17,3.96,2.95,1.93,3.27,2.92,0.79,0.54,3.13,2.14,2.41,2.01,2.15,3.74,0.98,1.9,0.81,3.59,3.48,1.42,1.04,2.08,2.9,1.08,3.83,1.05,0.99,
February,,,,,,1.47,3.24,1.82,1.48,2.99,3.24,3.01,2.7,2.98,1.69,2.91,1.16,0.69,0.73,1.81,0.63,0.08,1.47,2.99,2.21,0.19,0.66,2.3,1.65,2.54,4.29,1.43,1.47,1.44,3.74,0.85,2.05,1.1,1.75,
March,,,,,,0.85,2.37,3.1,0.95,0.67,1.31,1.94,1.47,1.14,2.9,1.23,3.04,1.51,2.83,2.65,1.49,1.25,0.8,0.39,1.15,2.01,3.02,3.39,0.48,0.85,1.04,2.18,1.63,4.72,1.66,3.71,1.01,1.18,3.13,
April,,,,,,0.79,3.92,2.26,2.24,2.44,1.55,0.93,4.21,0.91,1.58,2.63,2.2,1.05,1.58,4.63,0.77,2.52,1.07,0.47,2.11,2.34,1.72,1.99,1.74,2.72,1.22,1.93,2.27,1.62,1.48,1.88,1.64,2.3,2.44,
May,,,,,,2.02,0.87,2.03,6.26,2.97,1.8,1.48,2.39,1.38,1.04,2.29,6.45,1.75,0.87,3.54,1.84,3.69,2.07,2.28,2.37,0.93,0.39,1.12,3.93,2.08,1.9,1.16,2.88,2.94,4.67,0.46,3.03,3.12,2.97,
June,,,,,,3.04,2.08,1.1,2.65,4.91,3.67,2.08,5.13,2.82,2.55,3.19,1.42,1.54,1.98,1.27,1.88,1.93,2.97,1.76,2.26,1.32,1.38,3.04,0.98,2.83,2.95,2.77,2.4,1.8,0.67,2.63,3.05,2.51,2.08,
July,,,,,,5.49,2.64,4.47,0.29,3.67,5.72,1.6,3.52,2.91,2.86,0.33,2.76,0.87,4.9,2.64,1.8,1.47,2.4,2.04,3.07,2.71,2.36,0.82,1.28,1.22,2.55,1.43,1.2,2.12,2.06,1.87,0.95,1.91,2.12,
August,,,,,,2.86,2.59,4.43,6.97,6.55,0.5,4.65,2.55,0.76,2.07,2.12,1.33,1.87,3.66,2.87,3.13,4.43,2.8,1.46,2.29,3.09,2.01,5.04,2.05,1.28,2.85,2.38,3.97,4.65,2.42,5.37,1.18,2.97,3.18,
September,,,,,,3.34,3.71,2.06,3.59,3.6,3.7,1.62,2.47,5.42,1.76,3.73,3.08,2.62,1.37,1.92,1.09,1.5,2.29,1.15,1.56,0.32,5.31,2.14,0.73,3.36,0.87,0.96,0.69,4.36,2.24,1.2,1.21,0.71,2.08,
October,,,,,,6.23,1.68,2.2,4.42,1.37,5.12,2.79,5.79,2.84,1.33,4.43,3.67,2.33,0.46,2.89,1.76,5.37,2.46,3.04,3.37,2.43,2.74,1.26,3.42,2.7,3.15,1.45,2.37,6.21,0.82,1.49,5.01,6.21,1.71,
November,,,,,,3.87,3.71,2.79,3.24,1.15,2.01,3.29,4.08,4.42,1.58,3.4,2.11,2.08,4.74,1.23,3.34,2.63,2.28,1.71,3.38,3.86,1.54,1.91,2.62,1.77,2.16,1.09,2.02,1.9,1.4,3.16,2.82,2.55,2.03,
December,,,,,,1.59,6.13,1.75,1.78,0.99,3.4,2.91,3.34,0.86,2.23,1.1,4.3,1.65,2.59,2.03,0.93,3.05,1.31,3.94,2.27,2.3,3.98,2.63,2.39,2.36,4.66,4.79,1.9,2.09,2.09,0.74,2.12,2.96,2.21,
Total,,,,,,34.73,34.96,31.8,35.9,33.47,32.67,27.02,39.82,30.4,24.54,29.29,34.79,20.88,26.5,28.02,21.79,30.06,24.33,23.24,28.19,25.24,26.09,27.54,22.08,27.3,31.12,22.99,23.84,35.93,26.15,24.44,27.9,28.57,26.69,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909 total estimated therefore removed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
