SOUTH KYME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TF169496,Long,-0.2568,Lat,53.0318,Elevation,15,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2541/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,2.64,0.91,2.2,0.71,1.48,1.57,3.03,1.25,1.26,1.22,0.98,1.76,2.01,1.63,1.09,0.42,1.98,4.02,0.63,0.76,3.06,1.09,1.6,2.61,0.7,2.17,1,4.78,1.85,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,1.4,1.94,1.25,2.57,2.06,0.85,0.28,1.09,1.93,0.79,0.3,0.92,0.8,1.05,0.61,1.29,1.4,0.54,0.37,1.41,1.5,1.7,0.54,0.27,2.1,1.58,2.11,1.05,1.53,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,0.18,1.66,1.45,0.51,2.48,2.28,1.21,0.85,3.08,0.87,1.2,1.89,0.45,1.28,0.53,1.1,0.53,1.85,1.14,1.19,2.32,1.5,3.55,0.63,2.13,1.05,1.25,2.17,1.22,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,1.28,1.94,1.13,3.13,0.36,1.94,4.08,1.14,1.93,3.07,0.93,1.49,0.19,0.68,0.52,0.58,0.65,1.75,2.69,3.36,0.57,1.57,1.41,1.3,1.15,0.49,0.78,2.09,1.76,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,3.43,2.92,1.35,3.74,0.57,2.68,2.26,2.07,0.55,1.59,1.75,0.38,0.51,0.75,1.37,0.63,1.17,0.87,2.55,2.05,3.11,1.62,1.71,0.71,2.33,1.99,1.14,2.38,0.41,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,1.28,3.24,1.32,2.56,1.09,1.79,1.21,2.48,2.44,0.96,0.74,1.84,3.85,0.87,1.1,1.64,0.83,1.83,1.01,2.1,4.09,3.55,1.71,1.91,1.56,1.25,3.5,1.01,0.74,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,2.75,4.8,2.39,3.41,1.55,3.02,1.84,0.65,2.32,0.95,3.01,3.58,0.67,1.48,1.15,2.65,0.73,2.19,2.24,1.46,2.09,4.33,1.49,0.71,0.63,2.3,3.67,1.94,0.43,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,1.67,2.85,0.59,2.92,2.73,4.73,3.12,1.03,2.8,0.82,1.73,0.71,2.32,0.97,0.87,0.78,2.72,4.45,3.19,2.5,4.09,0.39,1.68,1.61,1.29,2,3.09,2.25,2.7,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,2.45,3.18,2.12,0.34,1.67,1.95,0.86,1.24,1.91,1.05,0.93,1.87,3.79,0.95,0.22,0.21,1.29,2.68,2.02,2.53,3.79,1.08,2.21,1.49,1.46,0.46,3.43,1.59,2.4,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,2.55,4.79,1.11,3.46,2.21,1.91,3.17,2.51,4.28,1.58,1.65,2,1.77,3.04,1.21,2.53,1.83,3.01,3.5,2.06,1.93,0.76,2.09,2.37,1.07,4.56,1.43,2.02,2.34,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
