HEATON MERSEY [STOCKPORT],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SJ871906,Long,-2.195533,Lat,53.41205,Elevation,218,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,,1.01,1.33,1.53,3.2,3.64,1.83,2.63,2.21,2.35,1.85,3.23,1.29,1.84,1.67,2.9,1.09,2.01,2.65,2.13,4.57,2.1,1.98,1.96,3.56,3.69,4.43,2.58,2.57,2.61,1.99,2.54,2.93,6.26,1.27,3.9
February,,,,,,,0.99,1.81,2,0.9,2.33,1.14,0.85,2.16,2.42,1.32,2.84,1.58,2.78,1.25,2.14,2.29,0.93,1.32,1.68,2.22,3.83,0.78,3.74,0.48,2.92,0.38,3.5,3.5,0.94,4.8,2.54,1.25,3.21,0.91,0.24
March,,,,,,,4.1,1.91,1.09,1.5,0.64,1.66,1.53,3.52,1.65,3.29,2.23,2.46,2.44,2.5,0.52,1.43,4.18,3.05,3.32,1.29,1.85,1.38,1.43,4.58,3.35,2.38,2.03,1.63,0.86,1.44,1.48,2.94,1.46,0.9,2.57
April,,,,,,,1.46,2.21,1.9,2.38,1.74,1.81,1.97,1.23,1.93,1.86,1.67,1.03,1.37,2.52,2.94,1.95,0.68,3.43,1.44,1.51,2.28,1.48,1.11,1.94,4.17,1.16,2.76,2.79,1.64,1.97,1.21,2.13,0.79,0.91,1.52
May,,,,,,,0.56,1.85,3.1,2.51,1.67,0.98,3.46,3.21,1.7,0.88,2.69,3.63,2.37,1.98,2.7,1.13,2.56,2.3,1.91,1.42,2.67,2.49,3.28,1.6,4.1,1.87,1.23,3.25,5.44,4.48,3.67,1.35,1.25,2.48,1.73
June,,,,,,,2.44,3.14,2.63,1.75,2.48,1.62,1.02,1.08,0.95,2.67,1.29,5.04,1.96,1.92,2.76,3.52,3.81,1.97,2.17,2.29,3.97,2.28,1.86,1.77,2.39,0.3,2.58,0.87,2.66,0.14,2.42,5.03,5.93,1.23,1.69
July,,,,,,,2.06,2.02,0.69,1.68,2.32,4.75,1.79,2.96,1.1,2.71,1.76,3.01,4.57,4.22,4.08,0.4,4.4,1.27,4.07,4.37,1.39,1.52,4.21,1.95,7.71,0.91,3.94,4.82,3.25,2.05,2.87,2.87,1.6,2.11,6.51
August,,,,,,,2.12,3.99,6.26,1.58,4.98,1.48,3.17,3.54,4.27,4.37,2.85,3.37,3.16,2.86,4.98,2.14,6.2,1.89,3.1,3.91,1.88,4.33,3.19,3.22,1.78,4.55,4.66,4.3,5.73,3.71,3.31,3.81,4.25,3.27,4.88
September,,,,,,,5.1,3.61,0.52,5.05,1.17,0.5,1.05,4.54,0.76,2,1.46,0.7,3.39,2.09,0.28,3.71,1.5,1.19,2.51,0.54,1.69,1.53,7.44,1.98,2.53,0.91,2.83,3.83,3.1,4.04,3.11,5.55,1.04,1.54,2.71
October,,,,,,,3.54,1.59,3.15,2.93,3.43,2.65,3.48,5.76,1.41,2.52,5.34,2.99,1.35,4.53,2.4,2.38,2.75,1.64,1.45,1.17,3.56,4.58,2.65,2.35,1.32,2,0.31,4.37,4.16,3.76,3.59,1.85,2.93,4.77,4.77
November,,,,,,,1.02,4.4,1.47,1.23,1.47,3.23,1.3,2.99,1.94,2.44,2.02,2.08,2.64,1.14,4.17,2.66,2.24,2.62,3.36,1.64,1.73,3.41,1.37,2.35,0.87,1.85,2.18,3.82,1.16,2.38,3.82,2.76,4.31,6.39,3.52
December,,,,,,,2.9,2.72,2.68,2.22,3.21,3.51,1.98,0.86,2.2,0.68,3.25,2.55,2.36,5.44,2.02,4.35,3.31,2.47,4.5,4.82,2.51,1.51,5.83,5.02,2.15,4.03,3.81,3.63,3.09,2.15,1.52,0.54,1.69,5.04,2.37
Total,,,,,,,27.3,30.58,27.02,26.93,29.08,25.16,24.23,34.06,22.68,26.59,30.63,29.73,30.23,32.12,31.89,27.05,34.57,25.8,31.64,29.75,29.46,27.27,38.07,30.8,36.98,24.77,32.41,39.38,34.64,32.91,32.08,33.01,34.72,30.82,36.41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926 July mistranscription hence corrected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1931-1940_17_pt1-page-166.csv blank sheet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
