HARWORTH-COLLIERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK627912,Long,-1.0581536,Lat,53.413891,Elevation,120,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,,,2.13,0.93,1.69,1.3,1.17,3.34,3.21,1.42,4.54,3.28,3.01,2.46,3.62,2.42,2.25,1.88,2.4,3.89,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,,,2.1,0.37,2.83,0.71,2.48,2.22,2.29,1.15,0.92,2.1,2.85,1.91,0.76,2.18,1.53,2.66,1.52,1.16,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,,2.5,0.36,1.26,2.58,2.36,0.6,1.21,1.74,0.24,1.85,1.77,4.08,2.18,0.61,0.66,0.56,1.01,3.96,0.64,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,,2.47,3.16,1.96,0.82,2.58,1.5,1.33,2.96,0.06,1.52,1.71,1.03,0.98,1.34,2.42,1.17,1.19,1.83,1.02,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,,1.35,2.42,6.95,2.28,1.04,0.37,0.98,3.45,2.37,1.16,0.59,1.69,3.19,2.31,2.04,1.72,1.51,1.27,1.47,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,,2.75,3.99,0.84,1.97,1.23,4.36,3.02,1.94,1.61,2.33,1.45,0.21,1.34,1.41,2.07,1.84,2.24,2.49,1.99,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,,5,5.14,3.57,0.99,1.21,0.58,4.35,2.62,3.35,3.66,3.5,3.54,1.6,0.66,1.59,1.86,2.19,0.79,1.07,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,,3.17,5.32,1.18,0.28,1.09,1.34,1.38,0.32,2.1,2.78,0.38,2.14,2.34,1.93,3.49,1.84,4.96,0.34,4.09,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,,3.71,2.97,1.29,1.24,1.48,3.57,1.94,2.06,1.76,0.66,0.8,0.42,1.67,2.18,4.62,0.84,2.63,1.05,1.49,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,,1.54,0.74,3.04,4.14,1.19,3.41,1.95,3.32,2.34,3.01,3.92,2.69,1.96,1.46,2.67,2.69,1,0.69,1.32,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
