"SUNBURY HANWORTH ROAD",,,,,,,,,,,,
Grid ref,TQ107709,Long,-0.409149,Lat,51.426306,,,,,,,
Station no,RR2451,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.99,1.02,0.76,2.41,2.86,1.01,3.46,0.70,1.94,,,
February,3.93,1.34,0.81,1.10,2.47,0.75,1.63,1.21,0.87,,,
March,1.03,1.89,1.59,2.39,1.58,3.44,1.01,0.78,2.35,,,
April,0.93,1.94,0.65,1.91,1.06,1.43,0.80,3.24,2.47,,,
May,1.35,0.38,2.00,2.57,2.51,0.41,2.05,1.53,1.74,,,
June,2.12,1.05,3.82,6.50,0.92,4.36,1.93,2.77,2.08,,,
July,0.65,2.83,1.37,3.03,2.45,0.67,1.03,1.43,2.19,,,
August,2.88,1.70,3.32,3.39,1.56,2.40,1.06,2.20,2.45,,,
September,0.62,0.99,2.08,3.40,1.25,1.48,1.62,0.46,1.25,,,
October,1.62,1.27,1.59,5.87,1.45,1.35,3.29,3.78,,,,
November,1.82,0.41,1.63,1.88,1.62,2.71,3.66,2.11,,,,
December,2.48,3.01,1.34,1.84,1.98,0.73,1.90,2.96,,,,
Total,22.42,17.83,20.96,36.29,21.71,20.74,23.44,23.17,,,,
Calc annual,22.42,17.83,20.96,36.29,21.71,20.74,23.44,23.17,17.34,0.00,,
Difference,-0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00,0.00,NaN,NaN,,
