"KIBWORTH HARCOURT",,,,,,,,,,,,
Grid ref,SP682945,Long,-0.995772,Lat,52.544091,,,,,,,
Station no,2494/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.81,1.52,1.50,1.35,2.49,4.24,1.30,2.43,3.36,4.59,,
February,3.35,0.67,1.62,2.60,2.43,0.88,2.86,4.25,0.06,1.82,,
March,3.61,2.68,1.44,2.31,3.44,1.00,2.44,1.86,1.95,1.78,,
April,2.82,2.07,2.02,0.20,1.11,0.90,0.36,0.89,2.06,0.78,,
May,3.21,2.64,1.89,2.42,3.62,0.71,1.50,1.79,0.58,1.05,,
June,1.62,1.26,2.79,0.29,2.80,3.18,2.38,4.15,0.70,3.27,,
July,1.91,0.24,2.33,2.51,0.77,3.08,2.92,3.15,1.34,3.44,,
August,4.03,3.21,3.22,3.82,0.71,4.08,3.48,2.02,0.75,3.30,,
September,1.11,1.92,1.29,2.33,1.12,2.01,4.55,2.41,0.03,3.83,,
October,0.84,2.99,2.57,3.54,1.60,1.69,0.98,2.29,2.25,5.52,,
November,4.96,3.11,1.53,5.24,1.20,0.85,1.86,1.71,1.80,2.99,,
December,2.32,3.17,0.87,3.56,1.76,3.59,2.46,2.41,3.97,3.09,,
Total,32.59,25.48,23.07,30.17,23.05,26.21,27.09,29.36,18.85,35.46,,
Calc annual,32.59,25.48,23.07,30.17,23.05,26.21,27.09,29.36,18.85,35.46,,
Difference,0.00,-0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
