"KIBWORTH HARCOURT",,,,,,,,,,,,
Grid ref,SP682945,Long,-0.995772,Lat,52.544091,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.66,,,,,,,,,,,
February,4.61,,,,,,,,,,,
March,0.73,,,,,,,,,,,
April,0.63,,,,,,,,,,,
May,1.79,,,,,,,,,,,
June,4.20,,,,,,,,,,,
July,3.40,,,,,,,,,,,
August,3.92,,,,,,,,,,,
September,0.36,,,,,,,,,,,
October,1.92,,,,,,,,,,,
November,2.54,,,,,,,,,,,
December,4.63,,,,,,,,,,,
Total,32.39,,,,,,,,,,,
Calc annual,32.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
