"MOWHAUGH, ROXBURGH",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR7166,,,,,,,,,,,
,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,,
January,,,,3.75,0.50,2.50,2.00,,1.75,0.85,,
February,,,,0.75,1.75,0.50,2.50,,0.75,1.75,,
March,,,,2.00,3.00,0.75,1.25,,1.50,,,
April,,,,2.00,1.50,0.75,2.05,,2.75,1.75,,
May,,,,3.75,3.25,9.25,0.25,,6.50,2.75,,
June,,,,6.24,1.25,0.75,0.50,,,2.00,,
July,,4.80,,0.62,0.75,1.25,4.00,,,,,
August,,2.90,,4.58,1.00,1.25,1.50,,5.00,,,
September,,3.60,,,2.25,1.75,,,4.00,,,
October,,0.60,,,15.75,11.00,0.50,,0.75,,,
November,,,,6.36,1.75,1.50,1.25,,1.95,,,
December,,,,2.61,2.00,1.25,1.00,,5.00,,,
Total,,,,,34.75,32.50,,,,,,
Calc annual,0.00,11.90,0.00,32.66,34.75,32.50,16.80,0.00,29.95,9.10,,
Difference,NaN,NaN,NaN,NaN,0.00,0.00,NaN,NaN,NaN,NaN,,
