HEREFORD HAGLEY PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO562409,Long,-2.6402,Lat,52.0656,Elevation,298,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899
January,,,,,,,,4.08,1.95,3.11,1.71,1.97,3.62,3.1,2.65,3.9,2.07,3.83,1.3,1.59,0.55,1.81,1.99,3.13,2.2,1.76,3.96,1.95,0.54,0.41,2.56,1.41,1.52,,,,,,0.31,
February,,,,,,,,1.28,1.07,3.86,1.83,1.29,3.02,0.98,2.41,2.16,2.54,1.46,1.25,3.27,3.56,2.95,1.9,3.3,2.34,2.9,0.79,0.47,0.47,1.48,0.52,0.1,2,,,,,,1.28,
March,,,,,,,1.76,3.27,1.14,1.3,0.97,1.07,1.59,3.05,0.88,1.01,2.1,1.6,0.89,0.72,0.76,1.47,1.67,0.82,2.1,1.1,2.2,1.1,2.6,2.61,0.78,1.15,0.68,,,,,,0.34,
April,,,,,,,1.02,2.31,1.49,0.88,0.47,2.16,2.53,0.54,1.84,0.87,2.23,2.63,3.05,1.73,1.59,0.6,3.18,0.99,1.55,2.36,1.87,0.58,0.96,3.86,0.77,1.07,0.74,,,,,,1.35,
May,,,,,,,1.43,2.62,1.77,4.95,1.01,0.92,1.6,1.89,1.19,2.68,0.42,1.96,4.29,2.82,2.09,0.9,2.92,1.39,0.45,2.32,5.31,1.24,0.7,4.27,1.72,2.78,2.06,,,,,,4.41,
June,,,,,,,1.83,0.94,0.38,1.14,0.31,2.68,3.12,4.3,0.78,2.56,0.88,1.44,2.53,5.55,4.1,2.56,2.72,3.82,3.55,2.12,2.61,1.55,3.13,0.46,1.42,2.2,2.59,,,,,,0.91,
July,,,,,,,0.94,3.33,0.63,0.37,1.17,2.97,4.79,1.9,0.95,6.27,1.03,3.22,0.5,2.52,4.23,1.35,2.82,3.07,2.97,0.08,2.08,0.53,4.83,3.29,1.58,1.17,3.6,,,,,,1.09,
August,,,,,,,2.97,1.11,4.64,0.91,1.17,1.29,2.18,2.62,1.61,1.59,2.46,5.61,7.06,5.54,0.47,3.89,1.93,0.85,1.41,1.32,1.58,2.23,1.47,2.12,2.92,3.18,2.38,,,,,,1.63,
September,,,,,,,5.17,2.14,3.1,5.52,1.39,5.65,2.07,1.93,4.04,3.27,4.41,2.01,2.6,3.69,3.22,2.22,2.37,4.26,2.17,2.59,2.41,1.7,0.62,1.37,1.04,1.08,1.94,,,,,,0.42,
October,,,,,,,2.1,3.29,1.62,1.01,3.38,2.97,3.81,1.81,2.97,5.03,2.72,1.68,3.42,1.35,5.21,2.16,4.67,3.01,0.82,2.88,3.5,1.29,0.48,2.33,1.42,5.99,1.58,,,,,,3.82,
November,,,,,,,1.05,0.91,0.99,2.08,2.23,0.83,4.54,1.75,2.41,4.88,4.41,2.59,2.86,0.64,1.82,2.98,3.76,2.78,1.73,2.64,2.02,3.45,7.35,0.98,1.59,1.8,2.04,,,,,,1.46,
December,,,,,,,1.22,1.08,5.16,2.99,1.38,1.62,4.6,0.7,2.11,1.6,5.2,1.69,2.49,0.66,3.15,2.37,2.8,0.93,2.2,0.81,3.26,1.68,2.56,1.21,1.16,3.06,0.91,,,,,,2.15,
Total,,,,,,,,26.36,23.94,28.12,17.02,25.42,37.47,24.57,23.84,35.82,30.47,29.72,32.24,30.08,30.75,25.26,32.73,28.35,23.49,22.88,31.59,17.77,25.71,24.39,17.48,24.99,22.04,,,,,,19.17,
