"KIRRIEMUIR LINTRATHEN",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,,,,,,,,6.30,2.40,2.45,,
February,,,,,,,,2.25,1.55,4.00,,
March,,,,,,,,1.50,1.30,3.05,,
April,,,,,,,,3.70,2.40,2.80,,
May,,,,,,,,2.85,3.00,1.75,,
June,,,,,,,,5.10,3.85,4.35,,
July,,,,,,,,4.05,0.80,3.30,,
August,,,,,,,,5.85,5.95,5.25,,
September,,,,,,,,2.65,4.00,3.35,,
October,,,,,,,5.05,6.75,4.04,1.45,,
November,,,,,,,5.35,4.70,1.65,1.45,,
December,,,,,,,10.49,3.50,1.80,1.45,,
Total,,,,,,,,49.20,32.74,34.65,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,20.89,49.20,32.74,34.65,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,-0.00,,
