BOROUGH GREEN (R.S.),,,,,,,,,,,,
Grid ref,TQ611573,Long,0.309084,Lat,51.292046,,,,,,,
Station no,364/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,2.25,,
February,,,,,,,,,,1.88,,
March,,,,,,,,,,2.25,,
April,,,,,,,,,,0.54,,
May,,,,,,,,,,2.22,,
June,,,,,,,,,,1.89,,
July,,,,,,,,,,3.53,,
August,,,,,,,,,,3.16,,
September,,,,,,,,,,3.04,,
October,,,,,,,,,,7.00,,
November,,,,,,,,,,5.78,,
December,,,,,,,,,,3.69,,
Total,,,,,,,,,,37.23,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.23,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
