BOGNOR REGIS WATERLOO SQUARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SZ933988,Long,-0.6766,Lat,50.7818,Elevation,24,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,0.54,2.79,3.19,0.86,0.82,2.62,4.1,1.42,6.05,1.22,1.02,1.16,2.9,1.05,3.65,3.84,0.52,4.93,1.17,1.15,3.21,5.15,3.88,3.45,2.96,1.32,2.8,4.51,3.65,2.38,5.12,1.41,4.21,2.37,2.52,2.13,2.39,0.85,4.55,5.33,3.97,5.18,3.69,3.89,3.76,5.73,2.12,1.78,2.31,4.28,5.22,1.08,1.02,4.1,2.71,1.29,1.77,3.91,4.72,2.25,4.46,3.28,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,1.21,2.9,5.35,1.57,1.77,1.33,3.4,0.65,2.68,1.18,1.12,0.3,3.91,1.32,2.1,1.19,3.66,3.56,4.8,1.33,0.91,2.23,0.59,0.7,2.93,4.61,0.3,4.79,2.61,3.87,1.93,1.17,1.78,1.65,0.16,2.6,0.03,3.88,2.76,4.93,0.7,1.41,3.61,3.08,0.77,1.43,0.57,2.01,3.07,3.23,1.42,0.72,4.56,5.98,0.73,1.33,2.75,2.21,0.27,4.47,2.77,0.05,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,0.54,0.63,0.81,1.41,1.65,2.75,0.96,4.27,1.47,0.73,2.12,3.23,1.11,1.53,3.89,3.18,4.47,0.66,3.23,2.08,1.07,4.76,2.3,1.02,1.63,2.23,1.7,0.43,0.47,3.03,2.03,0.11,1.88,0.75,1.36,2.56,2.69,0.91,1.72,3.5,0.38,1.32,3.02,2.61,3.42,0.55,0.25,1.48,1.26,7.03,0.7,1.23,1.25,3.79,3.2,0.25,3.01,1.11,0.18,1.53,1.61,1.96,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,0.97,2.34,0.95,2.41,0.83,2.14,1.17,1.99,0.79,3.58,1.71,1.13,1.65,1.4,0.01,2.04,1.61,1.23,0.85,2.17,1.53,1.6,2.68,0.93,2.83,4.14,2.51,2.94,3.26,1.88,2.35,0.7,2.26,2.73,2.38,1.25,2.67,3.51,1.88,2.19,0.2,3.09,1.12,1.09,1.4,1,1.84,1.06,2.06,2.03,1.01,1.07,2.21,1.78,1.48,2.08,0.27,0.18,1.54,0.12,0.6,1.79,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,2.89,1.24,0.5,0.48,1.86,1.97,3.94,0.27,2.55,2.29,1.57,1.45,1.68,1.14,1.39,1.8,1.24,3.6,1.26,1.94,1.33,0.45,1.26,1.2,0.4,2.8,3.25,3.22,2,0.86,1.69,2.76,1.53,2.67,3.94,2.94,0.48,2.79,0.52,2.53,1.63,1.23,0.78,1.93,2.86,2.38,0.75,1.84,3.36,1.38,1.96,1.47,1.41,2.41,2.47,1.58,2.79,3.45,0.3,0.84,3.1,0.32,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,1.27,1.09,2.65,2.53,2.6,1.98,0.94,2.95,1.17,2.25,0.98,2.54,1.78,1.77,2.03,0.73,1.22,0.5,1.95,2.66,0.87,0.66,1.87,0.03,1.32,0.5,2.7,0.1,2.3,3.9,2.05,2,0.79,1.51,1.57,1.55,1.11,2.52,3.06,0.83,0.44,1.11,0.41,1.54,0.43,1.34,1.41,2.34,3.46,1.92,2.09,0.4,0.71,1.97,1.44,1.41,3.05,1.99,1.92,1.32,2.61,0.77,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,0.33,1.36,1.4,2.05,1.21,2.93,0.59,0.32,0.48,0.92,2.15,1.76,2.16,1.02,1.44,1.1,1.88,2.94,0.41,1.76,2.49,0.83,4.97,0.43,2.79,1.3,2.39,2.89,1.84,2.74,2.23,1.59,1.57,2.82,3.07,1.17,1.15,0.41,3.58,1.55,1.38,2.33,2.28,2.36,1.74,2.32,1.96,7.87,1.38,1.51,0.92,0.2,2.83,2.72,0.64,2.65,3.66,0.08,2.31,3.94,1.04,1.04,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,1.44,0.33,1.43,1.16,4.09,3.54,2.37,2.84,0.49,1.04,2.63,2.4,2.23,0.86,6.09,3.26,1.23,1.72,1.09,4.45,1.85,3.17,1.31,2.22,2.83,2.3,3.36,2.75,1.83,3.13,2.06,2.52,2.76,3.09,0.72,1.16,2.58,3.34,0.78,1.96,2.74,1.87,0.05,3.67,3.57,1.29,2.31,2.08,4.77,1.07,3.46,1.11,2.36,4.86,1.53,1.68,2.63,1.96,3.14,3.32,3.68,1.58,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,0.64,2.58,1.14,1.47,0.63,3.49,1.81,2.11,1.07,0.55,1.46,3.4,0.15,1.22,2.7,2.93,1.29,1.5,2.46,0.98,4.94,1.05,2.53,0.49,1.5,2.1,3.82,2.95,0.41,5.6,1,1.76,2.46,1.91,2.72,3.77,1.59,4.18,2.41,1.96,3.74,0.72,1.7,0.5,2.34,1.29,1.95,1.69,3.04,1.16,1.83,1.55,2.53,3.24,4.39,3.06,2.48,2.03,3.51,3.72,3.7,0.11,5.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,3.38,1.66,2.45,2.89,2.39,6.04,2.35,1.81,3.8,5.03,2.64,6.37,3.62,4.37,2.98,5.51,2.46,3.49,5.5,3.37,1,0.38,2.85,1.12,0.64,5.5,4.91,3.24,3.13,1.52,7.1,4.85,2.54,0.51,5.93,1.76,1.98,4.65,1.2,2.22,3.38,5.72,4.29,1.25,3.69,3.34,4.28,3.22,0.96,0.67,2.11,8.02,0.71,1.21,3.51,3.12,2.29,2.56,1.83,1.61,3.13,2.98,6.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
