RUSHMORE [SHAFTESBURY],,,,,,,,,,,,
Grid ref,ST944178,Long,-2.081108,Lat,50.959597,,,,,,,
Station no,RR7098,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.53,,,,,,,,,,,
February,5.74,,,,,,,,,,,
March,1.23,,,,,,,,,,,
April,1.91,,,,,,,,,,,
May,2.13,,,,,,,,,,,
June,3.76,,,,,,,,,,,
July,1.47,,,,,,,,,,,
August,2.83,,,,,,,,,,,
September,0.68,,,,,,,,,,,
October,3.68,,,,,,,,,,,
November,4.50,,,,,,,,,,,
December,6.69,,,,,,,,,,,
Total,39.15,,,,,,,,,,,
Calc annual,39.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
