EAST LINTON HADDINGTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NT593771,Long,-2.6538941,Lat,55.985138,Elevation,90,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889
January,,,,,,,3,2.3,1.4,1.27,3.71,1.68,3.23,2.75,0.91,2.15,2.06,4.31,2.1,1.79,0.79,1.13,4.21,1.44,1.2,1.91,0.8,5.34,2.58,2.07,0.45,2.66,1.02,1.39,2.35,1.18,3.67,0.92,0.97,0.4
February,,,,,,,2.6,0.85,0.9,1,0.79,0.77,1.45,0.49,2.43,0.56,2.3,0.7,1.1,1.13,2.94,2.26,2.34,1.98,0.6,1.39,2.77,1.3,0.66,2.62,1.47,3.2,0.82,1.29,0.72,1.18,1.08,0.44,1.86,1
March,,,,,,,0.01,2.3,1.88,2.31,1.51,1.94,3.72,1.11,3.16,0.81,2.18,1.29,1.01,1.08,1.13,0.38,3.32,1.72,1,0.64,2.33,2.51,0.59,1.72,0.86,1.9,2.49,2.15,1.13,1.47,3.16,1.74,4.25,0.87
April,,,,,,,2.5,2,1.12,2.3,0.83,2.2,1.4,1.37,0.7,0.78,1,1.19,2.86,1,0.22,4.69,2.68,0.85,0.68,0.4,4.04,3.15,1.23,1.47,3.35,0.68,3.81,1.29,1.37,2.77,1.85,0.94,1.05,2.78
May,,,,,,,3,1.3,2.2,0.19,0.73,1.18,3.14,1.32,1.9,5.27,0.68,1.44,1.68,1.76,0.57,0.85,3.2,2.4,1.37,0.48,0.79,2.05,2.81,1.67,1,2.54,1.94,1,1.96,3.68,4.14,1.68,0.5,1.9
June,,,,,,,4.4,3.8,1.01,2.21,3.44,2.04,2.8,2.62,1.43,0.25,0.84,1.44,0.29,1.82,1.68,3.22,3.1,2.18,1.47,2.73,2.28,2.29,1.84,4.5,1.94,1.61,2.57,2,0.91,0.62,1.39,0.62,2.37,1.03
July,,,,,,,2.1,2.7,3.74,2.94,0.7,4.23,2.46,0.57,1.82,3.07,3.96,6.96,0.42,0.27,0.93,2.27,2.7,5.43,4.52,2.65,1.74,5.56,0.99,6.17,1.87,3.37,3.49,3.02,3.06,1.41,2.5,2.72,4.67,4.38
August,,,,,,,3.85,2.9,2.2,1.42,2.01,2.93,3,4.96,1.18,2.28,2.16,0.96,2.11,0.98,1.69,1.27,3.72,3.27,4.54,0.96,3.94,6.61,3.7,3.17,0.22,7.04,1.16,2.22,1.75,2.05,1.6,1.24,2.33,4.92
September,,,,,,,6,5.7,1.34,1.13,1.16,3.21,2.49,2.43,2.48,0.65,2.04,0.95,2.72,2.63,2.26,2.43,5.15,2.46,2.16,2.64,5.4,1.34,2.6,0.96,3.98,3.82,1.89,1.96,2.36,2.78,2.14,3.79,0.67,0.69
October,,,,,,,1,1.9,3.58,4.24,2.43,1.14,2.39,2.18,10.43,5.89,1.08,0.73,0.58,1.98,2.45,2.55,3.53,3.51,2.26,3.93,2.22,1.98,2.55,0.57,3.44,2.72,2.25,1.61,0.97,1.02,4.29,1.36,0.54,5.16
November,,,,,,,1.5,2.65,2.29,2.78,3.1,5.21,1.2,2.19,1.95,1.2,1.98,0.33,0.8,0.85,0.8,3.16,3.82,2.51,4.69,5.05,3.7,0.98,4.68,2.56,4.08,1.13,2.67,1,1.39,1.43,2.5,5,5.36,0.43
December,,,,,,,4,1,1.66,2.26,6.2,0.66,2,2.11,1.53,0.96,1.22,1.01,2.45,0.48,3.84,1.41,2.66,1.37,2.98,1.15,8.63,1.38,2.42,0.5,3.72,1.67,4.01,0.65,1.48,0.66,2.65,1.15,0.41,0.57
Total,,,,,,,33.96,29.4,23.32,24.05,26.61,27.19,29.28,24.1,29.92,23.87,21.5,21.31,18.12,15.77,19.3,25.62,40.43,29.12,27.47,23.93,38.64,34.49,26.65,27.98,26.38,32.34,28.12,19.58,19.45,20.25,30.97,21.6,24.98,24.13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865 Total=23.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
