"MOIDART KINLOCHMOIDART",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5718,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,8.86,13.24,6.96,11.35,6.45,6.40,8.40,13.24,12.51,2.48,12.10,
February,9.86,4.14,8.97,4.46,4.60,7.11,4.97,4.63,7.23,2.17,0.62,
March,9.07,10.39,3.12,2.77,1.01,4.90,6.36,5.46,6.95,1.03,4.75,
April,3.71,3.67,4.34,3.52,4.86,6.16,2.95,8.07,3.66,3.64,2.19,
May,7.90,5.43,8.67,5.13,3.85,6.65,4.50,5.23,1.33,5.07,3.84,
June,3.13,3.58,6.05,7.08,4.79,3.46,4.70,5.27,5.01,4.71,4.86,
July,6.57,5.40,6.08,9.83,5.98,4.13,4.84,4.10,6.05,5.19,2.62,
August,5.73,4.79,4.96,7.48,8.05,4.57,6.61,4.94,4.90,8.51,12.18,
September,5.58,6.42,4.01,9.28,9.18,6.74,6.32,6.90,5.66,7.66,6.30,
October,3.97,9.36,3.45,12.82,4.92,7.02,8.57,7.84,9.39,12.38,12.78,
November,9.38,2.79,6.06,8.39,5.46,1.96,7.32,7.84,10.99,9.25,8.91,
December,5.95,13.26,9.07,9.95,13.85,6.74,8.74,0.56,8.80,14.04,8.48,
Total,79.71,82.47,71.74,92.06,73.00,65.84,74.28,74.08,82.48,76.13,79.63,
Calc annual,79.71,82.47,71.74,92.06,73.00,65.84,74.28,74.08,82.48,76.13,79.63,
Difference,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,-0.00,0.00,
