ROCHESTER-HOO-ST-MARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ803766,Long,0.593946,Lat,51.459658,Elevation,146,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,1.23,1.72,1.09,2.75,1.03,0.72,0.81,1.52,1.21,0.43,1.78,2.3,1.76,0.57,2.16,0.51,2.31,2.13,0.4,0.42,1.96,2.42,0.74,3.07,0.76,0.76,0.66,1.65,0.92,2.83,2.58,0.62,2.36,0.92,1.41,2.55,2.81,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,2.41,1.34,1.84,0.5,0.33,1.18,1.47,0.95,0.13,1.44,2.59,1.42,0.77,0.56,2.09,0.88,1.77,3.56,0.77,1.2,1.15,2.23,0.55,1.74,1.02,0.92,0.76,2.6,0.83,1.24,0.67,2.18,2.55,4.63,0.8,0.64,2.28,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,1,1.16,1.29,0.76,1.11,1.94,1.05,2.16,2.63,1.41,0.41,0.79,1.27,2.54,3.07,1.95,0.52,0.81,1.91,1.03,1.38,1.3,2,0.94,0.75,1.5,2.85,1.16,2.07,2.18,1.94,4.68,1.04,4,1.76,1.05,2.79,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,1.74,1.6,1.12,0.94,1.74,1.4,1.35,2.14,1.83,0.52,1.44,0.03,1.78,1.11,0.49,1.3,1.37,2.78,0.94,1.28,0.28,1.56,0.78,2.04,0.53,2.22,2.29,1.53,1.3,1.56,0.07,2.7,0.88,0.79,1.19,1.78,2.03,3.56,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,1.14,1.7,0.44,2.31,2.03,1.55,0.57,2.91,1.72,2.16,0.68,0.6,1.08,0.37,0.15,1.08,3.06,1.19,0.79,0.85,2.44,2.4,1.31,1.01,1.76,2.68,1.27,0.89,2.61,0.99,0.72,0.83,0.83,2.95,1.37,1.8,1.11,0.16,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,2.22,1.6,1.28,1.11,0.16,0.86,2.23,2.04,2.01,1.49,4.47,0.62,2.24,0.34,2.74,2.08,1.37,1.1,2.64,0.43,2.43,5.85,0.81,4.7,1.71,1.92,0.96,2.47,2.14,1.55,3.11,0.45,1.06,1.06,1.63,1.28,0.71,1.13,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,1.94,1.87,1.52,0.32,2.22,1.41,3.55,1.84,2.83,2.38,1.9,2.19,3.25,2.68,1.31,0.33,0.56,1.2,1.27,1.71,1.5,4.51,2.79,0.36,0.93,1.46,2.49,2.82,2.4,0.26,1.37,2.61,0.92,3.15,1.18,4.3,4.81,2.88,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,1.2,0.35,0.66,1.29,1.27,1.28,3.14,1.98,2.34,2.37,2.79,0.67,2.64,1.89,2.68,1.89,0.94,1.14,1.52,1.56,2.91,2.85,1.68,1.99,0.42,1.85,2.79,2.21,1.92,1.17,3.4,0.66,0.53,1.72,2.53,4.34,1.25,1.85,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,2.32,2.02,3.76,3.86,0.76,2.22,1.43,1.68,0.98,0.59,1.47,1.62,1.99,1,4.68,2.44,0.19,1.58,0.69,1.16,1.73,1.52,0.87,1.6,1.31,0.41,1.42,2.52,0.87,1.14,2.14,1.42,0.5,2.18,0.92,1,3,0.82,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,5.26,2.22,1.25,2.84,1.41,1.33,1.2,5.02,1.22,4.38,4.98,2.96,3.57,2.5,3.02,0.15,1.8,1.74,1.48,1.67,1.28,3.86,1.75,1.14,2.65,2.8,1.12,4.1,1.78,3.75,2.18,4.3,1.72,2.1,2.19,2.57,2.65,0.53,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
