"GORTON RESERVOIR (NEW GAUGE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2934/1,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,,1.86,4.14,
February,,,,,,,,,,1.00,0.39,
March,,,,,,,,,,0.95,2.73,
April,,,,,,,,,,1.35,1.73,
May,,,,,,,,,,2.60,2.23,
June,,,,,,,,,,1.44,2.51,
July,,,,,,,,,,3.94,6.65,
August,,,,,,,,,,4.35,5.28,
September,,,,,,,,,,1.84,2.75,
October,,,,,,,,,,5.06,4.83,
November,,,,,,,,,4.91,7.11,4.42,
December,,,,,,,,,2.16,6.11,2.76,
Total,,,,,,,,,,37.61,40.42,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.07,37.61,40.42,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,
