"GORTON RESERVOIR",,,,,,,,,,,,
Grid ref,SJ900961,Long,-2.152082,Lat,53.461550,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.89,1.51,2.20,2.45,2.58,1.97,4.08,1.33,2.33,1.60,,
February,1.96,1.26,0.85,2.69,2.74,1.60,3.02,1.80,2.76,1.47,,
March,0.54,1.83,1.51,3.55,1.72,3.39,2.71,2.90,2.42,2.51,,
April,2.57,2.24,1.90,1.64,2.20,2.26,1.71,1.32,2.07,3.02,,
May,1.49,0.73,3.12,2.72,2.57,0.69,2.81,3.73,2.07,1.51,,
June,3.48,1.60,0.91,1.08,0.91,2.49,1.10,5.10,1.66,2.87,,
July,2.86,3.64,1.96,3.17,1.05,2.63,2.00,3.22,3.95,5.02,,
August,4.71,1.58,2.84,3.71,3.77,4.21,2.56,3.51,2.84,3.01,,
September,1.12,0.70,1.00,4.37,1.22,2.27,1.46,0.80,3.06,2.22,,
October,4.44,2.92,3.90,6.04,1.18,3.05,5.38,3.12,1.37,4.95,,
November,1.93,3.95,1.37,3.41,2.45,2.63,2.67,2.29,2.41,0.95,,
December,4.09,4.37,1.95,0.91,2.64,0.55,3.33,2.75,2.28,5.62,,
Total,33.08,26.33,23.51,35.74,25.03,27.74,32.83,31.87,29.22,34.75,,
Calc annual,33.08,26.33,23.51,35.74,25.03,27.74,32.83,31.87,29.22,34.75,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,,
