NEWCHURCH COCK DOLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD805389,Long,-2.2978667,Lat,53.84597,Elevation,1080,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,,,,,,,,4.99,8.66,4.66,6.38,3.84,4.03,4.48,5.77,11.88,2.31,4.92,6.79,5.65,3.55,3.83,2.63,4.18,3.82,5.69,6.17,1.86,1.66,5,6.25,7.79,4.21,4.24,4.06,,,
February,,,,,,,,,,,4.93,0.78,5.15,5.66,1.56,7.41,5.72,1.9,6.9,0.96,0.46,6.36,0.37,4.33,0.47,8.05,2.64,6.24,1.97,5.56,3.86,6.28,1.85,2.44,3.88,6.53,7.32,0.94,,,
March,,,,,,,,,,,4.4,4.47,2.9,1.58,1.95,2.27,3.39,4.07,2.69,1.61,2.28,0.6,3.28,2.64,2.35,1.69,2.52,3.06,1.82,2.01,2.24,3.8,2.72,1.43,1.13,1.51,1.41,8.23,,,
April,,,,,,,,,,,5.11,1.97,4.05,4.23,2.06,3.05,2.03,3.93,1.84,1.53,3.82,5.5,3.55,1.88,3.68,2.56,1.66,3.53,0.05,1.53,3.62,3.29,1.21,2.8,3.27,2.85,1.66,4.06,,,
May,,,,,,,,,,,6.38,2.68,2.02,5.31,6.56,4.2,4.56,2.06,1.33,2.58,3.07,1.97,5.13,2.57,3.83,1.55,1.36,2.61,3.9,1.58,1.32,3.01,2.32,2.22,3.93,4.92,1.22,3.21,,,
June,,,,,,,,,,,2.47,0.68,3.72,2.06,3.83,0.2,3.43,4.47,6.56,2.74,4.8,8.15,1.23,2.06,3.31,4.01,5.08,3.23,5.23,4.43,1.21,1.27,1.41,5.64,4.28,4.22,3.25,3.82,,,
July,,,,,,,,,,2.95,7.87,3.27,6.32,6.14,5.15,3.16,3.68,5.84,3.27,4.65,5.72,5.2,6.43,3.33,3.04,2.8,6.18,2.78,3.11,5.34,3.11,1.37,7.03,4.07,4.59,4.22,5.41,4.44,,,
August,,,,,,,,,,4.56,3.16,7.35,6.9,7.48,8.05,5.45,5.25,8.04,8.75,8.76,8.03,5.72,1.69,2.23,5.63,1.6,4.65,2.74,4.74,1.79,3.36,6.01,6.13,8.46,3.2,3.21,8.95,0.23,,,
September,,,,,,,,,,3.13,2.8,2.64,4.85,6.77,5.61,4.64,6.07,10.34,1.62,2.14,4.07,3.93,8.59,1.87,4.05,8.98,5.44,2.55,2.34,1.7,2.97,0.48,3.97,4.74,8.77,3.63,9.07,4.02,,,
October,,,,,,,,,,3.23,1.7,4.58,1.11,7.15,4.95,5.77,5.7,5.05,6.26,6.36,8.02,3.61,7.61,4.81,7,10.95,3.75,2.21,10.35,1.92,3.82,7.39,9.11,4.24,4.96,6.41,1.6,1.21,,,
November,,,,,,,,,,3.76,2.75,,2.99,7.64,4.8,2.94,6.63,5.38,7.43,8.25,7.06,4.75,3.17,2.27,2.25,4.8,6.13,2.56,5.03,8.22,7.07,2.74,1.31,4.56,7.09,0.73,7.04,8.17,,,
December,,,,,,,,,,6.88,3.09,7.85,5.16,4.7,4.72,5.06,2.98,1.42,3.48,12.05,3.66,3.07,1.89,0.78,5.89,3.43,5.21,1.36,2.72,3.59,4.12,3.59,4.51,2.72,4.32,1.71,4.52,3.77,,,
Total,,,,,,,,,,,49.65,,49.83,65.1,53.08,48.18,53.92,58.27,62.01,53.94,55.91,55.65,48.59,32.32,45.33,53.05,48.8,36.69,46.95,43.84,38.56,40.89,46.57,49.57,57.21,44.15,55.69,46.16,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921 Nov and total estimated hence removed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939 total incorrect on record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
