THELWALL-MASSEY-HALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SJ658867,Long,-2.5155367,Lat,53.37604,Elevation,100,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR4025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,,,,1.6,4.46,2.4,1.53,,,,,,,,,,,,,,,,1.82,1.36,4.18,1.27,1.85,1.47,3.02,1.06,3.96,,,,,,,
February,,,,,,2.63,1,0.67,0.74,,,,,,,,,,,,,,,,3.8,1.53,2.64,1.47,2.65,0.96,2.14,2.44,0.9,,,,,,,
March,,,,,,2.02,1.69,1.62,1.96,,,,,,,,,,,,,,,,1.63,2.85,2.37,2.18,2.21,2.37,0.65,0.98,4.43,,,,,,,
April,,,,,,1.29,1.54,0.92,1.17,,,,,,,,,,,,,,,,1.66,2.28,1.59,1.21,3.03,2.5,2.85,1.98,0.37,,,,,,,
May,,,,,,2.03,5.97,2.02,0.74,,,,,,,,,,,,,,,,2.14,0.72,2.47,3.18,2.82,1.92,2.46,0.41,2.4,,,,,,,
June,,,,,,2.56,1.79,1.25,2.51,,,,,,,,,,,,,,,,1.23,2.07,1.94,5.01,1.63,2.68,3.52,2.55,3.31,,,,,,,
July,,,,,,1.39,2.83,0.98,5.49,,,,,,,,,,,,,,,,1.36,1.55,1.29,2.85,3.38,3.83,4.2,0.65,2.96,,,,,,,
August,,,,,,1.96,1.81,1.78,2.87,,,,,,,,,,,,,,,,4.05,3.99,2.32,3.62,2.85,3.79,5.04,2.69,6.56,,,,,,,
September,,,,,,3.98,4.4,4.43,1.06,,,,,,,,,,,,,,,,1.93,1.94,2.24,0.75,2.92,2.3,0.26,4.29,1.92,,,,,,,
October,,,,,,5.72,5.29,2.06,1.22,,,,,,,,,,,,,,,,1.39,2.98,4.28,3.64,1.99,4.75,2.78,3.07,3.4,,,,,,,
November,,,,,,2.95,2.34,1.03,4.85,,,,,,,,,,,,,,,,2.12,3.34,2,2.39,2.75,1.14,4.86,2.45,2.35,,,,,,,
December,,,,,,1.75,4.25,2.85,2.07,,,,,,,,,,,,,,,,2.45,0.46,3.61,2.42,2.69,6.67,2.71,5.11,2.9,,,,,,,
Total,,,,,,29.88,37.37,22.01,26.21,,,,,,,,,,,,,,,,25.58,25.07,30.93,29.99,30.77,34.38,34.49,27.68,35.46,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is Massey Hall. Altitudes match. 1900s record may not be the same location as the 1880s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The 1912 total is in brackets but none of the monthly readings are, which may be due to the gauge actually moving in the 1912 rather than the end. Total left in this record",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
