SLAIDBUNN (TENTENS NO 42.),,,,,,,,,,,,
Grid ref,SD757588,Long,-2.372411,Lat,54.024619,,,,,,,
Station no,3087/9,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,4.51,7.34,,
February,,,,,,,,,1.45,6.07,,
March,,,,,,,,,3.07,1.85,,
April,,,,,,,,,3.97,4.55,,
May,,,,,,,,,0.95,1.95,,
June,,,,,,,,,3.75,2.46,,
July,,,,,,,,,4.03,8.58,,
August,,,,,,,,,0.64,4.28,,
September,,,,,,,,,0.56,3.68,,
October,,,,,,,,,6.95,3.86,,
November,,,,,,,,,6.65,10.35,,
December,,,,,,,,,11.45,7.46,,
Total,,,,,,,,,47.98,62.43,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.98,62.43,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,0.00,,
