LONG-SUTTON-AGRICULTURAL-COLLEGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU748467,Long,-0.930463,Lat,51.214613,Elevation,479,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,2.67,2.95,4.85,2.14,5.08,1.41,5.18,1.71,3.26,2.63,2.77,0.62,5.88,6.9,3.5,5.7,2.75,2.88,3.61,6.8,2.2,1.91,3.01,3.21,6.71,1.3,0.67,3.98,2.66,0.81,1.35,3.41,4.01,2.07,3.61,3.35,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,0.48,4.86,1.99,4.5,2.26,0.63,1.4,2.43,0.19,5.03,0.1,3.73,2.74,5.53,0.56,1.53,2.85,3.3,0.67,1.46,1.03,2.63,2.32,1.75,1.75,1.73,5.21,6.38,0.91,1.41,2.93,1.46,0.17,4.08,2.76,0.19,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,1.54,0.49,0.56,3.53,2.74,0.08,1.42,0.23,1.92,3.87,3.04,0.59,1.85,4.61,0.18,1.35,3.3,3.72,2.21,0.55,0.26,0.66,1.26,5.58,1.23,1.65,1.68,4.72,2.91,0.73,2.77,1.29,0.76,1.74,1.47,3.49,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,3.35,2.29,3.18,1.76,1.78,0.77,2.33,2.69,2.54,0.88,1.94,3.76,1.8,2.25,0.07,2.46,1.53,1.71,1.85,1.09,1.31,1.47,2.42,2.67,2,2.3,2.58,3.28,1.82,2.51,0.26,0.31,0.84,0.23,0.68,2.77,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,4.01,3.79,2.22,0.99,1.66,1.87,1.62,2.88,5.08,2.43,0.73,1.02,0.82,4.69,1.55,1.14,0.84,2.24,3.64,3.32,0.79,1.87,3.43,1.33,2.56,2.36,1.54,2.99,3.06,2.18,2.28,3.23,0.28,1.02,,1.2,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,2.77,0.01,2.83,3.22,2.65,1.21,0.67,2.5,1.61,1.45,1.4,2.99,2.96,1.26,0.52,1.67,0.82,1.96,0.39,1.27,2.95,2.44,2.91,1.71,2.47,0.7,1.21,1.11,1.66,2.01,2.67,3.11,2.33,0.8,2.8,1.02,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,4.58,2.69,1.05,2.59,1.67,2.55,1.42,3.65,2.33,1.87,1.8,1.11,4.3,0.7,2.81,4.27,2.89,4.55,1.82,1.6,2.17,3.58,2.15,2.15,0.98,1,5.15,3.62,0.8,3.27,2.39,1.07,5.26,4.2,1.78,3.11,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,2.88,3.23,1.44,3.07,2.9,1.34,3.94,3.73,2,0.81,2.41,3.3,1.01,1.98,1.44,1.51,0.1,5.4,2.83,1.87,1.22,1.39,4.69,0.47,4.33,2,4.61,4.97,3.67,1.82,3.38,1.13,3.97,2.3,3.76,2.87,4.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,4.31,3.19,1.06,5.87,1.29,0.34,3.74,1.81,2.81,5.13,1.86,4.81,3.03,1.99,1.2,0.81,1.85,0.13,1.4,1.63,2.45,2.59,5.09,1.2,2.43,1.5,3.24,3.11,2.95,2.26,2.56,1.85,4.41,2.39,4.27,0.08,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,4.11,3.83,3.02,1.83,5.39,4.39,1.56,0.47,4.72,1.99,1.46,4.89,2.27,3.7,3.62,5.77,4.13,1.15,3.68,4.36,4.67,4.31,1.19,0.79,2.51,7.79,0.57,0.84,4.04,4.06,2.8,4.85,1.18,2.3,3.06,2.96,8.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
