"MASHAM MOOR BRACKEN HILL",,,,,,,,,,,,
Grid ref,SE091801,Long,-1.861951,Lat,54.216551,,,,,,,
Station no,RR4562,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,0.96,2.67,1.69,,
February,,,,,,,,2.72,2.70,1.33,,
March,,,,,,,,4.40,3.82,3.59,,
April,,,,,,,,1.49,1.62,3.52,,
May,,,,,,,,4.18,3.67,2.89,,
June,,,,,,,,6.19,1.94,3.99,,
July,,,,,,,,2.22,3.58,2.88,,
August,,,,,,,,3.00,2.36,5.48,,
September,,,,,,,,0.45,5.39,1.82,,
October,,,,,,,,6.58,1.56,5.97,,
November,,,,,,,,4.62,4.11,0.92,,
December,,,,,,,,4.82,2.03,3.57,,
Total,,,,,,,,41.63,35.45,37.65,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.63,35.45,37.65,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,,
