PETERHEAD HM PRISON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NK125446,Long,-1.793134,Lat,57.491458,Elevation,110,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR3202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,2.55,1.41,1.6,2.61,0.99,2.71,1.77,,,,,,,,,,,,,,,,3.3,2.29,1.42,1.46,0.94,2.54,2.57,1.39,1.35,,0.66,0.95,0.58,1.03,0.62,
February,,,1.96,1.68,2.29,1.89,4.1,3.4,0.85,,,,,,,,,,,,,,,,1.79,1.22,1.17,0.69,1.75,1.47,1.94,2.36,0.6,2.75,1.04,0.77,1.64,0.96,1.23,
March,,,2.13,1.42,2.15,1.93,4.44,2.5,2.8,,,,,,,,,,,,,,,,0.53,2.12,2.1,3.17,1.69,1.22,0.76,1.14,1.54,0.75,1.36,,1.39,1.16,2.53,
April,,,3.13,0.98,1.11,1.38,2.5,2.13,0.7,,,,,,,,,,,,,,,,0.52,1.53,1.01,1.68,2.42,2.05,0.98,2.24,1.94,1.5,1.19,2.17,1.66,0.63,1.5,
May,,,3.42,2.84,1.61,1.45,0.9,3.95,1.53,,,,,,,,,,,,,,,,2.49,1.38,1.34,0.91,1.59,1.29,0.67,1.34,1.53,1.75,0.75,1.21,5.03,2.06,1.4,
June,,,-999,1.52,1.01,2.21,1.51,2.23,1.86,,,,,,,,,,,,,,,,1.08,1.56,1.66,2.76,1.33,0.98,1.3,1.5,1.43,1.38,0.88,1.43,0.34,2.93,1.65,
July,,,-999,4.3,-999,-999,-999,-999,0.98,,,,,,,,,,,,,,,,2.63,3.32,2.2,1.44,1.15,2.59,2.98,2.13,3.71,3.25,0.6,2.82,1.76,1.65,1.66,
August,,,-999,2.42,-999,-999,-999,-999,3.2,,,,,,,,,,,,,,,,3.86,3.25,1.49,3.04,2.27,0.75,1.58,1.99,,3.64,2.1,2.09,,2.72,1.76,
September,,,-999,4.9,-999,-999,-999,-999,2.67,,,,,,,,,,,,,,,,1.07,1.31,3.35,1.88,0.95,3.35,2.15,1.45,2,3.28,2.47,1.84,1.12,0.93,2.38,
October,,,-999,3.28,3.79,3.45,2.62,2.22,1.92,,,,,,,,,,,,,,,,2.75,7.15,3,2.9,1.41,0.99,3.11,3.4,1.25,4.3,0.99,4.23,3.66,4.17,0.55,
November,,,2.91,3.17,3.88,4.23,4.51,3.95,4.45,,,,,,,,,,,,,,,,1.17,2.33,0.98,1.07,2.9,0.8,2.56,2.25,1.27,2.42,0.73,3.79,3.08,1.59,,
December,,,3.01,1.7,2.43,2,6.11,3.16,4.1,,,,,,,,,,,,,,,,2.12,3.24,4.13,2.64,3.54,2.84,1.52,3.72,2.5,1.59,1.07,0.52,2.05,2.31,,
Total,,,36.36,29.62,28.21,32.8,34.44,36.36,26.83,,,,,,,,,,,,,,,,23.31,30.7,23.85,23.64,21.94,20.87,22.12,24.91,,,13.84,,,22.14,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872 -999s to give Totals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874 -999s to give Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875 -999s To give Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876 -999s To give Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877 -999s To give Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Above Totals on BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902 Au +T Estd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907 Noted as short NP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872-78 may be a different Location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
