"STIRLING VICTORIA PLACE",,,,,,,,,,,,
Grid ref,NS791931,Long,-3.945960,Lat,56.115295,,,,,,,
Station no,RR2948,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,-999.00,2.39,2.59,7.00,3.97,1.05,5.04,1.90,4.43,6.71,,
February,2.80,0.95,2.94,7.40,2.65,1.90,,2.91,0.86,1.43,,
March,0.77,2.36,1.75,8.71,2.80,4.66,,3.72,6.23,2.15,,
April,2.40,2.87,1.10,0.65,4.64,1.68,0.97,1.57,1.70,3.98,,
May,2.95,1.65,1.30,2.33,2.95,1.38,4.85,4.92,2.23,3.50,,
June,3.96,3.18,2.49,3.73,1.86,0.70,2.03,3.96,2.00,2.05,,
July,2.65,2.05,1.89,4.80,3.76,1.24,2.02,1.58,3.60,2.16,,
August,3.00,2.84,3.19,5.12,3.40,4.78,5.03,5.19,3.95,3.52,,
September,3.40,2.93,,3.43,6.27,1.81,1.57,1.59,5.37,1.84,,
October,5.34,2.34,4.92,8.91,0.69,2.63,5.22,4.88,2.33,7.38,,
November,5.26,2.02,,1.70,1.24,4.85,,3.33,3.86,,,
December,8.20,2.49,8.41,3.45,4.42,3.49,,6.11,2.90,,,
Total,45.71,28.07,30.58,57.23,38.65,30.17,37.73,41.66,39.46,,,
Calc annual,40.73,28.07,30.58,57.23,38.65,30.17,26.73,41.66,39.46,34.72,,
Difference,4.98,0.00,-0.00,-0.00,0.00,0.00,11.00,-0.00,0.00,NaN,,
