HINDOLVESTON-SCHOOL-HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TG038293,Long,1.023259,Lat,52.822685,Elevation,212,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,1.24,3.18,2.28,3.95,2.44,2.01,2.64,1.44,0.45,1.18,2.66,3.14,5.6,2.75,4.9,1.59,2.16,2.72,3.95,2.61,2.62,,2.16,3.89,1.28,1.5,2.59,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,2.57,1.54,1.99,1.41,0.83,1.24,2.91,1.32,1.69,0.92,1.85,2.54,3.14,1.15,0.62,1.68,2.62,1.6,0.7,2.19,1.85,,2.34,1.27,1.08,3.92,2.91,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,1.47,0.39,2.53,1.84,0.19,1.62,0.67,2.63,2.23,2.69,0.3,0.92,4.28,0.45,3.39,2.4,3.51,1.32,0.59,0.79,2,,3.04,0.55,1.61,0.33,3.44,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,1.98,2.74,1.69,1.62,0.95,2.42,4.12,3.13,0.75,2.71,2.51,0.91,3.09,0.61,2.87,1.35,0.85,0.65,1.34,1.67,2.46,,,1.61,2.54,2.53,3.58,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,2.27,2.52,1.15,1.21,2.23,2.94,3.89,4.04,1.22,2.15,1.03,1.63,3.03,2.25,0.68,1.14,2.3,2.75,2.53,1.43,2.42,,,2.81,2.2,2.87,2.52,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,0.9,3.03,4.53,2.88,1.72,3.17,1.61,0.32,2.68,1.15,2.87,4.82,2.35,1.2,2.32,0.48,0.59,2.07,2.33,1.88,2.15,,1.53,3.3,1.24,3.05,1.39,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,2.36,1.41,2.58,1.79,2.71,5.4,3.47,4.43,1.27,1.55,0.58,5.75,3.01,2.16,2.06,2.94,2.69,3.86,1.22,3.02,1.4,4.06,2.7,2.22,2.34,6.61,1.76,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,2.71,2.16,3.59,2.32,0.93,2.48,4.38,1.5,0.32,1.54,,1.7,1.14,0.31,1.82,1.26,4.56,1.21,0.73,1.35,3.75,4.53,0.21,2.91,2,3.8,3.1,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,3.96,1.3,4.2,1.03,0.57,5.69,2.7,2.36,1.97,1.86,,3.03,3.04,2.4,2.15,1.54,0.31,1.79,2.95,3.55,1.68,3.02,,1.96,1.23,2.74,1.86,3.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,2.65,3.11,2.71,2.93,3.62,1.44,1.45,4.81,3.16,1.76,4.06,2.59,1.66,3.41,6.1,4.08,4.16,3.36,1.08,2.93,2.02,2.39,0.34,2.4,4.71,1.22,1.3,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,3.67,3.88,4.14,2.76,4.2,3.94,2.21,1.68,3.53,1.82,3.53,3.18,1.67,2.07,4.46,5.57,2.46,2.93,3.1,4.51,1.47,4.96,2.29,0.93,2.9,4.83,2.95,4.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,2.78,1.24,2.32,2.52,5.05,2.19,1.42,0.85,0.63,3.58,1.87,2.84,3.02,3.49,2.14,2.64,1.35,2.27,1.09,1.9,3.01,3.91,2.36,2.15,1.77,2.44,1.28,2.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
