LITTLE-BREDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SY587890,Long,-2.586149,Lat,50.699167,Elevation,350,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,1.25,5.5,4.53,3.55,5.06,5.27,1.61,1.18,,,,,,,,,,,,,,,,1.15,8.74,1.73,1.23,1.25,3.7,1.72,6.91,7.04,1.17,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,1.28,5.19,3.59,4.93,0.56,0.83,0.62,2.28,,,,,,,,,,,,,,,,0.68,3.98,1.62,2.2,0.41,4.12,2.09,4.27,1.66,5.48,6.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,0.93,1.29,3.64,1.64,4.08,1.8,4.39,2.64,,,,,,,,,,,,,,,,5.42,1.31,0.68,3.24,5.81,0.82,3.06,6.07,3.16,6.36,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,4.46,1.34,2.37,2.97,2.03,0.83,1.87,2.48,,,,,,,,,,,,,,,,2.44,1.17,4.63,2.66,1.47,2.03,1.99,0.11,3.49,1.55,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,1.64,2.2,0.83,2.86,3.39,2.19,2.09,1.45,,,,,,,,,,,,,,,,0.49,3.79,2.02,1.28,1.33,2.26,1.18,1.98,2.85,2,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,4.35,3.09,3.09,1.71,0.32,0.38,4.78,3.81,,,,,,,,,,,,,,,1.31,2.1,1.58,2.77,0.44,3.61,1.99,1.68,4.52,0.52,1.21,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,3.43,2.94,2.73,0.4,3.39,0.88,5.27,2.63,,,,,,,,,,,,,,,3.85,0.61,1.83,1.43,1.81,,3.63,0.18,1.86,0.64,3.76,6.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,2.16,0.85,1.78,1.36,1.42,2.79,2.66,3.1,,,,,,,,,,,,,,,3.76,4.41,0.84,1.42,4.3,3.49,3.56,0.67,8.44,1.41,3.58,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,3.79,6.86,1.81,5.05,3.05,4.3,1.53,1.56,,,,,,,,,,,,,,,2.71,2.61,1.76,0.9,3.24,2.75,0.34,1.43,1.71,4.68,2.93,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,7.34,2.13,0.9,5.58,5.45,3.35,2.45,5.59,,,,,,,,,,,,,,,2.94,2.26,5.98,8.87,5.33,8.77,5,4.78,4.92,3.97,3.22,8.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
