"UFFCOLME, BULLMOOR",,,,,,,,,,,,
Grid ref,ST070136,Long,-3.324283,Lat,50.914345,,,,,,,
Station no,RR6408,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,1.53,4.00,4.28,1.32,5.90,1.30,1.30,1.73,,
February,,,2.20,1.60,6.20,1.22,3.59,2.01,2.20,0.41,,
March,,,2.00,3.55,2.98,5.00,1.89,0.87,3.53,4.89,,
April,,,1.49,2.54,1.32,2.91,0.97,5.04,2.36,2.42,,
May,,,2.08,4.32,2.61,0.36,2.80,2.80,2.09,1.35,,
June,,3.04,2.66,2.81,1.47,3.54,2.12,2.46,0.52,2.46,,
July,,2.13,2.21,2.58,5.60,0.39,0.64,1.80,1.50,2.79,,
August,,1.80,2.89,3.10,2.37,4.64,1.94,2.12,3.08,1.97,,
September,,2.86,2.27,3.16,2.22,1.80,1.02,0.66,3.15,2.30,,
October,,2.51,2.50,7.42,1.73,2.61,5.03,7.43,3.29,6.98,,
November,,0.73,5.30,2.30,2.56,3.56,4.57,3.59,1.39,1.42,,
December,,6.76,2.98,4.37,3.12,1.03,2.30,5.68,3.74,5.18,,
Total,,,30.11,41.75,36.46,28.38,32.77,35.76,28.15,33.90,,
Calc annual,0.00,19.83,30.11,41.75,36.46,28.38,32.77,35.76,28.15,33.90,,
Difference,NaN,NaN,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
