SANDY-MOGGERHANGER-PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL134486,Long,-0.344979,Lat,52.124089,Elevation,152,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,1.89,3,1.34,2.1,1.28,1.07,1.09,1.13,1.37,3.63,2.94,2.88,4.19,2.3,2.64,2.26,3.25,1.24,2.11,1.03,1.46,3.3,0.86,1.02,2.03,1.25,1.01,0.87,2.22,4.05,0.95,2.19,3.01,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,2.83,1.27,0.76,0.49,1.79,0.2,1.2,0.64,2.2,2.11,3.29,0.57,0.59,1.8,1.84,0.95,0.65,0.92,1.2,2.03,1.5,0.69,0.87,3.09,3.09,0.63,1.59,1.67,1.68,1.28,2.21,2.53,0.1,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,2.17,0.87,0.17,1.54,0.15,1.52,2.28,1.45,0.48,1.45,3.31,0.22,1.63,2.64,3.41,1.13,0.67,0.08,0.47,1.53,4.63,0.61,1.25,0.43,2.89,3.1,0.49,2.08,1.37,0.62,1.69,1.7,2.18,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,1.76,0.85,1.65,1.5,3.18,2.32,0.92,1.2,3.47,1.35,2.51,0.08,3.02,1.18,0.84,0.85,0.66,2.13,0.41,1.57,1.68,1.15,1.27,1.71,2.83,0.96,1.75,0.34,0.57,1.21,0.25,0.77,1.57,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,0.5,1.63,1.82,2.45,2.52,4.71,1.75,0.62,0.96,0.9,4.49,2.38,1.34,0.97,1.87,2.56,1.75,1.2,1.7,2.06,0.78,3.17,2.45,3.55,2.21,2.29,1.42,2.8,4.11,0.48,1.09,1.83,0.58,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,3.23,2.11,0.79,0.34,1.21,0.5,2.41,0.84,2.01,4.59,1.17,0.92,1.94,0.97,,0.77,2.44,1.43,1.56,2.36,1.42,3.07,0.57,1.33,1.34,1.23,2.26,2.91,2.91,2.49,1.37,4.92,0.63,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,2.07,2.43,1.34,2.6,3.75,2.72,1.02,1.54,0.47,4.8,1.76,1.26,2.79,4,2.3,2.91,0.57,1.41,2.17,1.25,1.59,1.07,2.05,5.08,0.93,0.43,2.27,2.52,1.46,4.01,2.56,2.49,2.8,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,3.32,1.77,0.97,2.03,3.45,5.24,1.17,2.29,1.86,0.35,2.51,3.51,3.29,0.24,3.6,2.12,1.31,1.93,1.62,2.98,0.12,3.57,0.82,2.21,3.6,3.1,2.46,3.94,0.65,3.88,3.12,2.55,1.26,4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,4.23,0.63,0.09,2.76,2.34,1.93,1.7,1.43,4.26,2.91,2.79,1.73,0.82,0.56,0.56,1.32,1.34,1.93,2.41,3.08,0.94,2.13,0.31,2.42,1.71,2.42,0.94,1.69,2.46,1.81,3.32,2.84,0.05,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,1.37,2.72,2.96,0.82,0.58,2.94,1.36,1.47,2.66,1.43,2.37,2.61,3.26,1.91,2.47,3.27,1.83,2.93,2.74,1.94,0.18,2.26,3.95,0.61,1.02,2.15,2.24,1.98,1.63,2.19,1.64,1.91,1.57,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
