"LEEK (HAREGATE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2373,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.46,4.39,5.68,4.09,3.16,2.95,3.65,3.90,7.04,2.80,4.87,
February,4.55,0.26,4.06,6.27,1.19,4.52,3.13,2.50,3.58,0.81,0.58,
March,2.53,2.29,2.53,2.00,1.37,1.14,1.69,4.85,2.07,0.51,2.74,
April,6.02,1.76,2.56,3.29,2.57,2.83,1.51,3.86,1.43,1.06,3.10,
May,5.42,1.51,1.06,3.87,4.86,5.51,4.75,1.64,0.75,1.88,1.84,
June,3.96,0.82,1.96,1.45,2.90,0.11,2.76,6.82,4.64,1.80,2.22,
July,4.97,0.96,4.84,3.51,3.98,2.06,3.18,5.08,2.13,4.25,7.22,
August,2.46,6.12,4.68,3.66,5.90,3.80,3.24,4.65,5.46,4.12,5.02,
September,3.44,1.65,4.16,4.26,3.70,4.74,2.49,5.02,0.84,1.94,4.09,
October,2.40,2.99,0.68,3.15,5.19,4.81,3.16,2.68,4.98,4.84,6.30,
November,0.88,2.06,1.90,2.63,1.83,2.93,5.08,3.99,6.14,7.98,4.13,
December,2.56,3.82,4.64,5.92,3.17,2.65,1.83,1.74,2.83,6.55,3.69,
Total,43.65,28.63,38.75,44.10,39.82,38.05,36.47,46.73,41.89,38.54,45.80,
Calc annual,43.65,28.63,38.75,44.10,39.82,38.05,36.47,46.73,41.89,38.54,45.80,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
