LEEK-HAREGATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SJ994577,Long,-2.0104179,Lat,53.116479,Elevation,680,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,,,,,4.42,5.11,2.79,2.11,3.21,3.21,2.36,5.68,1.84,2.24,2.34,3.71,1.2,4.24,3.88,2.3,5.31,1.97,2.78,2.35,4.06,4.46,4.39,5.68,4.09,3.16,2.95,3.65,3.9,7.04,2.8,4.87,4.95,3.6,1.98,3.18,,,,,,
February,,,,,,,,,,1.75,3.8,1.89,1.91,2.25,3.64,2,4.06,2.72,3.61,1.03,3.64,2.68,1.48,1.53,2.37,4.03,5.36,1.37,3.07,1.69,4.55,0.26,4.06,6.27,1.19,4.52,3.13,2.5,3.58,0.81,0.58,4.65,0.32,5.51,0.4,,,,,,
March,,,,,,,,,,1.78,1.36,3.03,2.84,5.06,2.06,4.07,3.13,2.6,3.35,4.59,1.14,1.83,4.99,5.33,4.65,1.92,2.84,2.21,1.82,4.58,2.53,2.29,2.53,2,1.37,1.14,1.69,4.85,2.07,0.51,2.74,0.25,2.52,2.76,2.74,,,,,,
April,,,,,,,,,,4.19,2.3,2.84,1.96,2.53,2.21,3.05,2.19,2.43,2.7,2.6,4.19,2.67,0.48,3.84,1.23,1.65,3.53,3.27,1.51,2.55,6.02,1.76,2.56,3.29,2.57,2.83,1.51,3.86,1.43,1.06,3.1,4.94,3.36,1.32,2.12,,,,,,
May,,,,,,,,,,2.79,1.46,1.2,3.83,2.21,2.22,0.63,3.62,3.91,3.07,1.93,2.47,1.07,2.31,3.24,3.07,2.63,1.94,3.72,3.53,1.5,5.42,1.51,1.06,3.87,4.86,5.51,4.75,1.64,0.75,1.88,1.84,3.23,4.71,1.92,1.99,,,,,,
June,,,,,,,,,,2,4.9,2.05,1.74,0.95,1.06,1.93,1.72,6.09,2.62,4.01,2.43,3.68,4.63,2.57,1.88,3.17,2.42,2.41,1.87,2.13,3.96,0.82,1.96,1.45,2.9,0.11,2.76,6.82,4.64,1.8,2.22,5.69,1.1,3.09,1.91,,,,,,
July,,,,,,,,,,2.62,3.48,2.77,2.86,3.25,2.54,2.32,1.14,3.96,4.05,5.66,6.11,0.49,4.33,0.98,6.72,6.82,3.57,1.82,4.45,2.96,4.97,0.96,4.84,3.51,3.98,2.06,3.18,5.08,2.13,4.25,7.22,4.02,3.99,3.72,2.76,,,,,,
August,,,,,,,,,,2.5,4.44,3.35,3.56,5.04,4.55,4.09,3.33,5.13,4.4,2.76,5.83,3.42,6.95,2.28,3.68,3.98,2.41,5.69,2.79,3.77,2.46,6.12,4.68,3.66,5.9,3.8,3.24,4.65,5.46,4.12,5.02,6.07,1.68,0.74,3.36,,,,,,
September,,,,,,,,,,4.02,1.33,0.97,1.83,5.54,2.1,2.14,2.92,0.9,3.51,3.59,0.5,2.43,2.25,1.37,2.31,0.55,2.12,1.56,7.77,4.18,3.44,1.65,4.16,4.26,3.7,4.74,2.49,5.02,0.84,1.94,4.09,3.95,3.14,1.02,2.9,,,,,,
October,,,,,,,,,,3.67,4.91,3.5,4.01,7.65,1.33,3.79,5.48,4.78,0.95,5.61,2.81,2.83,3.88,3.39,2.62,2.11,4.25,5.91,2.27,3.17,2.4,2.99,0.68,3.15,5.19,4.81,3.16,2.68,4.98,4.84,6.3,1.25,6.78,5.83,3.61,,,,,,
November,,,,,,,,,,1.89,3,3.76,2.19,3.78,2.78,4.02,3.5,2.62,3.16,1.25,6.26,3.49,3.08,2.88,4.71,2.45,3.15,4.03,3.16,3.03,0.88,2.06,1.9,2.63,1.83,2.93,5.08,3.99,6.14,7.98,4.13,5.45,3.29,1.79,2.12,,,,,,
December,,,,,,,,,,3.76,5.03,6.29,3.16,2.37,1.83,0.76,4.77,2.83,3.33,7.76,6.13,6.02,4.03,1.87,6.8,6.97,3.36,2.02,6,6.13,2.56,3.82,4.64,5.92,3.17,2.65,1.83,1.74,2.83,6.55,3.69,2.06,1.72,0.41,5.56,,,,,,
Total,,,,,,,,,,35.39,41.12,34.44,32,43.84,29.53,31.16,41.54,39.81,36.99,43.13,45.22,31.81,42.65,33.16,42.34,41.59,36.92,36.79,40.59,39.75,43.65,28.63,38.75,44.1,39.82,38.05,36.47,46.73,41.89,38.54,45.8,46.51,36.21,30.09,32.65,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is Haregate Hall. Altitudes match.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
