BLACKBURN STORE YARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD680273,Long,-2.486641,Lat,53.741091,Elevation,373,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,0.26,2.55,4.43,3.98,1.71,4.86,2.55,1.29,1.53,3.87,2.34,2.48,0.93,2.85,2.16,1.05,0.94,2.82,5.61,5.53,2.18,3.34,3.49,3.52,1.75,4.86,1.49,2.77,2.14,4.47,1.45,2.78,3.84,2.63,5.25,,,,
February,,4.67,2.13,3.31,2.62,2.69,0.67,1.26,0.77,1.91,0.67,0.15,1.99,4.56,3.42,0.29,1.81,2.38,2.21,1.59,2.9,1.7,1.6,3.1,3.74,2.72,2.14,1.8,2.03,1.49,3.48,3.84,1.5,1.31,2.12,5.34,,,,
March,,3,2.84,1.08,2.76,2.46,2.14,1.64,2.59,2.5,2.61,1.3,0.61,0.9,2.46,2.9,4.33,3.58,1.9,2.42,0.18,3.21,2.6,4.77,2.43,2.23,2.51,2.67,2.5,2.09,0.78,1.71,4.91,4.39,4.28,1.55,,,,
April,,2.83,5.24,1.98,0.91,1.95,2.01,1.63,1.46,1.67,1.1,1.72,1.7,0.38,1.12,2.68,2.03,2.18,1.78,3.82,2.05,2.12,2.57,2.08,2.69,2.89,1.39,2.05,1.67,3.49,3.06,2.66,0.55,4.85,1.05,1.93,,,,
May,,9.69,1.56,0.81,1.53,1.52,4.29,1.71,0.65,2.31,2.07,2.44,4.22,2.02,1.91,0.42,0.48,2.35,2.7,2.5,1.26,0.79,3.05,2.89,2.6,0.48,3.62,3.46,2.71,2.76,3.13,2.86,1.59,3.32,1.29,1.15,,,,
June,,5.5,4.99,3.86,2.04,2.86,1.52,0.67,1.64,0.78,3.54,1.04,3.6,2.33,2.57,2.32,2.44,3.26,2.84,1.2,1.81,1.86,1.24,1.39,1.77,1.5,1.26,5.48,1.42,2.55,3.24,3.17,5.07,1.94,2.07,1.53,,,,
July,,4.03,4.76,2.74,3.87,1.68,3.48,1.25,6.39,2.51,2.63,3.19,1.62,3.88,2.94,5.19,1.84,1.7,1.19,2.08,1.97,1.79,3.28,3.07,1.65,1.39,1.89,2.78,3,5.39,4.26,0.17,4.54,1.24,3.2,3.44,,,,
August,,3.96,4.03,1.79,2.05,1.55,1.53,1.86,3.62,5.59,6.05,7.32,5.31,2.51,4.82,3.54,2.5,6.62,4.63,1.1,4.58,1.69,2.87,4.68,4.12,2.78,3.5,3.85,3.23,2.49,5.34,2.95,6.24,2.13,2.04,5.51,,,,
September,,1.91,1.68,5.29,3.19,4.09,3.55,4.27,0.94,3.31,3.28,3.23,3.75,4.49,0.8,1.08,6.07,3.74,1.2,6.11,2.04,0.98,1.54,4.95,1.58,2.45,1.01,0.96,2.89,1.93,0.33,3.8,1.3,1.38,4.05,0.59,,,,
October,,1.97,3.11,4.35,2,4.37,4.69,2.03,2.05,2.68,2.66,2.98,4.02,3.97,2.72,4.49,5.06,2.55,2.63,2.75,6.7,3.51,3.76,8.65,1.9,4.02,5.08,2.52,1.18,4.77,3.42,2.81,3.87,1.43,1.93,0.88,,,,
November,,3.98,5.72,3.52,1.24,2.56,2.95,1.81,4.68,1.78,6.8,3.79,2.16,2.81,2.87,2.72,1.56,3.28,2.5,2.02,2.99,5.57,2.08,3.08,2.87,5.06,3.65,1.96,2.56,1.2,4.69,3.43,3.14,3.95,5.22,1.43,,,,
December,,4.03,2.99,2.83,4.58,2.15,5.65,2.24,2.21,3.21,0.28,5.2,2.17,4.01,3.01,3.65,4.17,3.76,3.39,2.47,4.04,4.44,3.55,2.61,2.23,1.08,3.36,3.9,1.92,5.18,3.4,7.13,3.66,2.64,5.54,5.76,,,,
Total,,45.83,41.6,35.99,30.77,29.59,37.34,22.92,28.29,29.78,35.56,34.7,33.63,32.79,31.49,31.44,33.34,36.34,29.79,33.67,36.05,29.84,31.48,44.76,31.1,28.35,34.27,32.92,27.88,35.48,39.6,35.98,39.15,32.42,35.42,34.36,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOT USED TYRain_1880-1889_09_pt1-page-015.csv complete duplicate of page 16.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
