KINGSTON-COUNTY-HALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ180687,Long,-0.3047,Lat,51.4051,Elevation,31,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,2.56,2.84,1.08,0.78,2.44,2.35,1.02,3.61,0.83,1.88,0.83,1.61,1.26,3.69,2.87,0.42,4.56,1,1.3,2.86,3,1.94,2.11,2.49,1.37,2.67,1.67,2.46,1.81,2.13,1.13,2.64,1.22,1.44,1.31,1.56,0.91,3.8,3.84,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,2.33,3.3,0.82,0.73,1.12,2.94,0.85,1.73,1.36,1.24,0.27,2.92,1.13,1.61,0.86,2.69,3.43,3.28,0.7,0.78,1.76,0.5,0.31,1.87,3.07,0.78,3.57,2.32,3.79,1.35,0.33,0.54,1.54,0.16,2.69,0.24,2.34,1.69,3.91,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,0.46,1.07,2.24,1.69,2.57,1.56,3.73,1.26,0.85,2.71,3.24,0.99,1.5,2.76,2.62,4.19,0.65,4.09,1.63,0.84,2.89,1.2,1.17,1.61,2.22,0.93,0.49,0.25,2.92,1.82,0.03,1.53,0.16,1.21,2.07,2.15,0.2,1.16,2.75,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,2.32,0.8,2.17,0.64,1.69,0.93,1.46,0.42,3.16,2.38,1.64,1.18,1.84,0.02,2.73,1,1.53,1.39,1.56,3,2.41,2.89,0.84,2.5,1.62,3.91,1.97,2.96,1.79,1.51,0.99,0.99,3.63,2.42,0.65,2.53,3.1,2.16,1.96,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,1.28,1.03,0.44,2.53,2.07,2.13,1,1.24,1.94,1.47,1.71,1.73,2.29,1.34,1.8,1.29,2.91,2.25,3.34,1.94,0.07,0.58,1.31,1.05,2.3,3.29,1.79,1.62,1.29,2.39,1.34,2.89,2.33,4.26,2.72,0.36,1.13,0.58,2.24,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,0.67,2.49,1.04,3.79,6.37,1.16,4.37,2.62,2.15,2.75,4.12,2.6,2.25,3.89,0.3,2.56,0.85,1.63,3.22,0.92,1.28,2.4,0.25,1.21,0.34,2.62,0.07,3.6,2.84,2.57,1.04,1.7,1.54,0.85,1.11,0.78,3.92,2.61,2.12,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,0.97,1.25,2.14,1.56,4.48,1.75,1.41,0.87,1.22,2.71,3.61,3.06,0.73,1.65,2.14,1.94,4.11,1.55,5.31,5.44,2.33,5.21,0.08,3.04,3.86,3.44,3.94,1.81,3.17,2.05,1.07,1.61,2.83,1.99,1.63,2.47,1.35,2.37,0.67,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,0.44,2.85,1.74,2.7,4.3,1.07,3.1,1.1,2.27,3.38,1.82,2.9,1.33,5.47,1.56,1.83,2.21,3.22,4.09,1.03,2.27,1.6,1.18,2.4,1.83,2.37,2.39,1.21,3.48,2.28,1.94,2.34,5.92,0.67,0.58,1.9,2.32,0.57,3.23,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,2.65,0.73,1.75,2.57,3.21,2,1.63,2.39,0.44,1.84,2.03,0.98,1.3,2.37,2.08,0.82,2.35,1.73,1.94,5.69,1.42,2.82,1.71,1.51,1.29,3.45,2.3,1.04,4.4,0.84,0.21,2.67,1.83,1.98,2.22,1.2,2.71,2.3,1.65,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,2.28,1.85,1.78,1.46,5.02,1.6,1.03,3.7,3.75,1.95,3.63,2.82,2.85,2.32,4.68,1.2,2.73,3.73,3.11,1.2,0.7,1.35,0.78,1.03,5.46,3.53,2.38,2.32,1.07,3.95,2.53,0.88,0.78,4.58,1.48,0.94,2.43,2.04,2.4,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,,,,4.16,2.02,0.43,1.61,2.04,1.58,3.05,3.65,2.15,0.6,0.9,3.18,3.36,1.7,2.27,2.63,1.86,4.32,1.07,2.14,1.27,1.37,1.88,1.32,1.44,2.69,1.73,5.1,2.88,1.6,5.2,3.64,2.2,0.99,0.94,1.85,4.2,3.03,1.3,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,,,,,1.39,2.36,3.24,1.49,1.51,2.44,0.89,2.04,3.09,1.82,2.56,3.68,5.14,2.93,1.08,6.35,5.02,2.24,1.15,2.35,3.72,2.01,1.01,3.6,2.26,2.59,2.4,0.31,3.16,2.33,4.71,1.33,0.54,0.37,0.36,4.74,2.22,1.88,4.03,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,,,,21.51,22.59,18.87,21.55,36.82,21.51,23.54,24.63,23.21,24.73,26.36,27.65,24.98,29.75,24.99,26.92,32.21,30.43,28.42,28.19,23.12,23.87,12.63,23.63,27.06,32.27,24.7,25,32.6,24.82,20.52,22.76,24.52,20.92,17.76,20.72,26.83,24.19,30.1,18.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
