"OSWALDKIRK (LEYSTHORPE HALL)",,,,,,,,,,,,
Grid ref,SE636789,Long,-1.026530,Lat,54.201915,,,,,,,
Station no,3458,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.28,2.27,0.78,2.00,1.49,5.18,1.62,2.61,2.31,4.65,,
February,2.71,0.73,1.94,2.38,2.22,2.45,2.68,4.98,0.40,2.24,,
March,3.43,2.58,0.13,2.07,2.17,1.24,1.90,2.90,1.69,1.00,,
April,0.90,1.57,2.70,0.18,1.28,1.39,0.27,1.03,3.64,1.05,,
May,4.00,1.23,1.79,3.50,2.25,0.61,1.32,2.89,0.37,1.18,,
June,1.30,2.17,2.37,1.55,2.34,3.86,2.70,3.00,1.35,0.50,,
July,1.94,1.72,2.61,2.62,1.32,5.16,3.18,2.99,1.75,5.57,,
August,6.55,2.10,3.63,4.82,0.60,7.59,5.41,1.97,0.34,2.36,,
September,1.74,3.59,1.46,2.45,0.93,2.16,3.60,2.48,0.35,2.90,,
October,1.85,2.82,2.23,4.20,2.13,1.52,2.85,1.73,1.80,6.40,,
November,5.47,2.26,2.68,5.25,2.53,1.22,2.08,0.90,3.67,4.34,,
December,3.38,2.26,1.34,1.97,3.20,2.40,2.74,3.35,3.83,3.17,,
Total,35.55,25.30,23.66,32.99,22.46,34.78,30.35,30.83,21.50,35.36,,
Calc annual,35.55,25.30,23.66,32.99,22.46,34.78,30.35,30.83,21.50,35.36,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
