"ENFIELD (HADLEY RD. P.S.)",,,,,,,,,,,,
Grid ref,TQ302980,Long,-0.118805,Lat,51.665702,,,,,,,
Station no,892/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,0.97,2.28,3.41,1.34,2.53,2.11,1.96,,
February,,,,2.36,1.62,0.37,3.21,2.55,0.04,2.20,,
March,,,,2.38,1.22,0.88,1.31,1.01,2.01,1.47,,
April,,,,0.22,0.39,1.28,0.22,1.60,2.44,0.41,,
May,,,,2.11,5.03,0.74,0.89,2.91,1.52,2.04,,
June,,,,4.07,2.06,2.81,0.78,5.25,0.58,1.15,,
July,,,,3.28,0.16,4.48,2.80,2.48,1.88,3.82,,
August,,,,3.41,1.63,3.94,2.09,3.13,1.69,3.40,,
September,,,,1.95,1.77,2.28,2.81,4.25,0.02,3.70,,
October,,,,2.33,3.68,2.35,1.96,2.87,1.83,6.36,,
November,,,1.55,3.83,0.88,0.48,2.29,1.96,2.41,3.99,,
December,,,0.66,1.54,1.80,3.09,2.04,2.97,3.49,2.60,,
Total,,,,28.45,22.52,26.11,21.74,33.51,20.02,33.10,,
Calc annual,0.00,0.00,2.21,28.45,22.52,26.11,21.74,33.51,20.02,33.10,,
Difference,NaN,NaN,NaN,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
