OVER STRATTON,,,,,,,,,,,,
Grid ref,ST436149,Long,-2.803927,Lat,50.930779,,,,,,,
Station no,2055/7,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,3.44,,
February,,,,,,,,,,4.11,,
March,,,,,,,,,,2.60,,
April,,,,,,,,,,1.90,,
May,,,,,,,,,,1.40,,
June,,,,,,,,,,1.00,,
July,,,,,,,,,,3.07,,
August,,,,,,,,,,4.72,,
September,,,,,,,,,,4.88,,
October,,,,,,,,,3.02,9.21,,
November,,,,,,,,,6.05,3.73,,
December,,,,,,,,,7.27,3.58,,
Total,,,,,,,,,,43.64,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.34,43.64,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
