EXMOUTH-NIDDERDALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SY004805,Long,-3.4092,Lat,50.6165,Elevation,51,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,3.06,3.7,4.15,0.36,2.5,0.65,4.88,4.89,2.3,0.93,2.95,3.74,1.4,4.97,1.01,0.68,1.22,,0.78,3.49,5.64,0.47,2.24,0.76,0.82,3.68,4.27,4.49,2.75,4.2,1.31,3.76,5.08,4.05,3.6,4.1,2.08,
February,,,,4.38,1.19,0,0.45,3.44,1.91,4.48,5.06,1.04,1.53,1.73,5.6,0.78,2.82,1.13,1.15,0.36,,1.1,3.1,0.88,2.77,4.56,4.65,1.06,0.97,5.41,0.49,0.26,2.74,6.38,1.55,4.4,2.36,2.76,2.5,2.16,
March,,,,0.12,1.37,2.51,2.87,4.53,1.9,0.37,1.1,3.49,1.71,3.49,1.78,4.39,0.98,0.45,2.8,4.6,,2.55,4.23,3.17,4.06,0.56,3.75,3.69,1.05,3.86,3.06,1.75,3.23,1.41,1.42,0.23,0.27,3.52,3.43,0.13,
April,,,,0.35,2.71,1.75,0.18,3.52,1.18,2.6,1.31,3.08,1.46,2.01,0.9,1.98,1.1,4,2.31,1.63,,1.2,0.15,3.53,1.27,0.69,0.23,1.3,1.71,1.61,4.46,0.78,3.12,2.54,2.87,2.5,2.53,1.67,1.38,0.9,
May,,,,0.95,2.1,0.64,0.04,1.54,3.49,1.8,1.66,1.12,1.74,3.48,2.26,0.84,1.74,2.39,1.51,1.09,,0.7,1.28,3.12,1.67,2.28,1.86,1.86,1.17,0.77,1.36,1.69,0.55,1.51,4.36,4.29,0.7,0.35,1.17,2.4,
June,,,,0.56,1.84,1.39,1.76,2.18,0.88,1.28,2.36,1.97,2.3,2.28,1.02,2.27,2.39,1.55,0.59,2.98,,2.03,4.76,0.25,1.34,1.64,1.51,2,0.81,0.95,2.02,0.4,0.56,0.26,2.56,0.05,3.16,1.99,1.53,2.06,
July,,2.95,,3.89,4.11,2.07,1.59,0.73,0.19,0.72,0.45,2.17,1.95,2.75,4.84,0.4,0.84,2.07,1.31,1.92,,0.72,1.75,0.59,3.74,3.16,0.91,2.37,3.77,1.7,2.82,0.28,3.08,0.73,3.76,2.2,0.9,3.14,1.21,1.24,
August,,5.22,,1.17,2.4,1.41,1.76,5.17,0.95,2.33,1.1,0.96,2.15,2.6,3.82,4.68,1.25,0.55,3.27,1.64,,0.38,5.93,0.97,2.04,1.67,3.77,5.06,1.99,2.77,0.79,1.85,2.89,1.6,2.52,1.47,0.85,2.19,1.89,1.11,
September,,1.62,,1.33,2.63,1.12,4,2.77,0.67,2.5,0.77,2.84,2.84,2.9,1.3,1.58,0.88,0.47,2.38,1.55,,1.04,0.89,2.41,2.47,0.51,3.23,1.45,5.59,1.65,1.07,0.63,2.66,2.14,4.22,3.18,1.03,4.74,1.8,0.22,
October,,7.81,,1.76,4.69,3.16,2.6,0.9,4.41,2.11,1.85,1.19,2.46,5.98,1.88,2.08,4.03,5.88,2.41,4.5,,3.23,4.22,4.16,2.31,5.02,4.64,2.34,1.47,1.21,2.39,1.05,1.16,4.17,5.65,2.83,2.49,1.8,2.9,3.98,
November,,5.16,,1.41,5.96,7.07,0.85,1.12,2.02,3.35,3.03,0.57,3.73,1.24,1.25,4.08,1.84,2.68,0.81,0.61,,3.45,1.28,3.04,3.49,2.17,3.69,1.08,2.19,2.26,1.91,2.63,2.13,1.88,3.13,3.03,8.09,2.16,3.2,8.69,
December,,5.06,,4.15,1.56,4.28,6.39,5.49,3.11,3.43,4.81,6.1,1.77,3.07,2.81,0.67,1.16,4.09,3.21,4.15,,7.46,3.83,2.02,7.15,6.73,3.96,1.01,2.98,4.49,4.29,1.33,5.6,2.04,3.99,4.7,0.42,3.99,2.69,7.84,
Total,,,,23.13,34.26,29.55,22.85,33.89,21.36,29.85,28.39,26.83,24.57,34.48,31.2,25.15,24,26.27,22.43,26.25,,24.64,34.91,29.78,32.78,31.23,32.96,24.04,27.38,30.95,29.15,15.4,31.92,25.97,39.79,33.96,26.85,31.91,27.8,32.81,
