SEVENOAKS-SPELDHURST-CLOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ5191554242,Long,0.17615997,Lat,51.267092,Elevation,470,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,2.93,3.6,0.75,3.44,1.63,1.6,3.03,4.5,3.4,2.59,3.99,1.41,2.89,2.86,3.6,2.69,4.22,1.26,3.19,1.85,2.13,1.6,1.76,0.88,5.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,2.47,0.87,4,4.18,5.15,0.91,1.28,2.61,0.58,0.69,2.64,3.92,0.87,4.39,3.15,4.77,1.63,0.52,1.43,2.29,0.65,1.87,0.18,3.05,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,4.8,2.44,5.27,0.64,4.36,2.29,0.96,4.1,1.35,1.67,2.3,2.52,1.56,1.07,0.44,4.12,1.96,0.03,1.88,0.5,1.77,2.96,2.12,0.46,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,0.13,3.01,1.16,1.49,1.33,2.43,3.6,3.14,3.38,1.43,3.4,2.46,4.01,2.65,4.3,2.04,2.15,1.06,1.7,4.41,2.71,0.82,2.33,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,1,1.48,1.59,3.74,2.7,2.28,2.02,0.08,0.96,1.36,2.45,3.03,3.45,2.75,1.28,1.28,2.34,2.05,2.25,2.84,3.62,2.22,0.67,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,2.56,0.59,0.76,0.69,2.69,2.58,0.92,1.03,1.61,0.12,1.54,0.68,3.05,0.22,3.11,4.3,3.07,1.2,0.7,1.48,1.26,1.56,1.74,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,1.64,3.07,1.4,3.87,1.11,4.27,5.06,2.14,4.7,0.29,3.64,1.91,4.1,4.2,1.91,2.78,1.92,1.35,2.43,3,2.55,2.3,1.46,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,6.12,1.46,1.91,1.9,2.19,5.03,1.83,2.65,1.8,1.5,2.85,2.13,2.85,2.05,1.77,4.94,3.07,3.29,3.66,4.58,0.81,0.79,1.95,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,3.48,1.78,1.09,2.59,1.15,2.07,4.92,1.37,3.96,1.21,2.51,1.94,3.72,2.46,1.11,5.15,0.75,0.2,3.81,2.27,2.03,3.29,1.28,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,3.58,5.37,1.79,2.77,4.23,5.02,2.08,0.75,0.94,1.41,1.43,6.8,3.81,4.5,2.64,1.87,5.68,3.36,1.63,0.8,5.91,2.01,1.74,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
