KIRKMICHAEL BISHOPS COURT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SC328924,Long,-4.570937,Lat,54.299766,Elevation,80,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR7422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,1.53,3.5,3,4.4,,1.32,1.58,2.6,5.63,,2.16,2.61,4.21,3.48,1.3,4.71,1.38,2.35,1.78,,,4.63,,,,2.51,,2.31,4.68,4.46,4.53,,,,,,,,,
February,,0.32,1.04,4.47,2.25,,1.26,2.72,2.31,3.6,,3.43,4.27,3.95,4.9,1.49,1.82,2.11,2.34,1.74,,,3.04,,,,2.6,,3.64,1.42,1.41,0.19,,,,,,,,,
March,,1.27,0.51,0.88,1.62,,2.82,5.5,1.7,2.46,,3.03,2.06,4.24,1.96,4.25,1.4,2.48,4.8,3.19,,,4.75,,,,1.89,,1.25,2.7,3.9,4.25,,,,,,,,,
April,,2.38,1.15,0.42,2.33,,0.62,2.38,1.4,3.18,,2.99,2.9,1.58,1.83,1.87,1.27,3.23,2.76,3.57,,,0.37,,,,2.44,,1.29,1.73,3.28,1.03,,,,,,,,,
May,,0.93,4.07,0.83,2.25,,0.58,1.2,2.91,3.19,,2.21,2.91,2.93,1.54,1.5,3.35,2.42,2.31,1.28,,,1.37,,,,4.83,,2.21,1.71,3.09,1.68,,,,,,,,,
June,,2.71,2.4,1.18,2.74,,1.98,3.35,2.21,2.72,,1.69,2.16,2.04,2.18,2.05,1.17,3.64,2.89,1.89,,,4.07,,,,2.04,,1.6,2.01,2.41,0.44,,,,,,,,,
July,,1.5,2.36,3.55,1.38,,4.02,1.24,0.21,2.64,,1.01,3.24,3.36,2.42,2.5,1.95,0.55,2.6,4.45,,,2.99,,,,2.45,,2.73,0.97,4.15,3.77,,,,,,,,,
August,,6.48,4.06,2.76,2.32,,1.71,3.2,5.71,1.29,,2.66,2.68,3.88,3.08,5.34,2.02,1.39,3.31,2.22,,,3.58,,,,2.73,,2.12,2.09,2.63,4.38,,,,,,,,,
September,,3.56,3.67,2.69,0.08,,3.58,5.7,2.86,3,,3.18,2.9,4.53,2.95,2.22,0.71,2.37,3.7,2.66,,,1.37,,,,1.92,,5.8,2.8,2.64,1.33,,,,,,,,,
October,,8.67,4.63,3.01,6.42,,4.55,2.8,4.9,2.58,,6.51,2.71,8.69,2.37,2.27,5.26,9.84,1.9,6.87,,,3.29,,,,6.65,,4.16,3.43,6.41,2.56,,,,,,,,,
November,,6.09,3.83,2.05,3.53,,2.13,4.97,4.27,2.71,,4.97,5.14,4.08,2.26,5.24,2.48,5.91,3.64,1.2,,,3.01,,,,4.76,,4.29,2.74,2.35,4.31,,,,,,,,,
December,,5.78,2.29,5.19,3.62,,6.98,5.13,3.91,4.51,,4.43,4.45,5.05,2.65,1.67,4.51,7.26,3.85,5.01,,,4.19,,,,4.57,,5.71,5.98,2.9,2.79,,,,,,,,,
Total,,41.22,33.51,30.03,32.94,,31.55,39.77,34.99,37.51,,38.27,38.03,48.54,31.62,31.7,30.65,42.58,36.45,35.86,,,36.66,,,,39.39,,37.11,32.26,39.63,31.26,,,,,,,,,
