UPPER BOOTH NO. 85,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2690/2,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,,,,,,3.95,5.41,5.67,6.48,3.20,,
February,,,,,,3.57,6.51,2.05,3.82,3.50,,
March,,,,,,3.14,4.85,2.39,3.26,3.41,,
April,,,,,,1.55,5.13,0.65,3.61,3.80,,
May,,,,,,1.43,2.10,4.55,2.22,0.93,,
June,,,,,,3.80,2.25,4.73,3.02,1.15,,
July,,,,,,6.16,5.29,5.97,6.73,4.91,,
August,,,,,,3.48,1.20,2.23,2.32,2.74,,
September,,,,,,9.50,1.90,2.97,1.51,4.05,,
October,,,,,,6.68,2.68,8.26,4.06,4.29,,
November,,,,,,5.65,2.47,5.44,8.33,8.92,,
December,,,,,,4.09,4.13,4.65,2.88,5.95,,
Total,,,,,,53.00,43.92,49.56,48.24,46.85,,
Calc annual,0.00,0.00,0.00,0.00,0.00,53.00,43.92,49.56,48.24,46.85,,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,,
