"EDINBURGH (UNIVERSITY ENGINEERING LAB)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5141,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.38,4.11,1.76,1.24,1.90,2.35,2.55,,,,,
February,2.65,0.41,2.12,2.38,0.75,2.99,3.14,,,,,
March,2.13,2.30,1.48,0.67,1.42,2.50,1.35,,,,,
April,1.81,0.69,1.61,1.91,1.30,2.69,1.58,,,,,
May,2.28,1.65,0.86,1.17,4.16,3.90,3.18,,,,,
June,0.97,0.36,1.61,0.90,1.50,0.41,2.36,,,,,
July,4.25,2.28,3.88,2.62,4.17,1.59,2.50,,,,,
August,5.65,4.16,1.42,4.32,2.42,3.54,2.15,,,,,
September,1.66,1.53,1.64,1.55,2.83,4.26,3.95,,,,,
October,0.83,4.17,1.42,1.56,3.13,1.80,3.28,,,,,
November,1.70,1.00,0.89,2.76,1.00,0.67,3.20,,,,,
December,2.30,3.07,2.70,2.37,3.36,3.34,0.52,,,,,
Total,28.61,25.73,21.39,23.45,27.94,30.04,29.76,,,,,
Calc annual,28.61,25.73,21.39,23.45,27.94,30.04,29.76,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,
