GRASMERE PARSONAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NY337073,Long,-3.0241725,Lat,54.456738,Elevation,226,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR4482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879
January,,,,10.8,,15.02,17.01,4.96,,,,,,,,,,,,,,6.74,8,,,,,,,,,7.67,,,,,,,,
February,,,,2.95,,2.25,10.92,6.07,,,,,,,,,,,,,,14.37,2.6,,,,,,,,,10.89,,,,,,,,
March,,,,2.15,9.48,10.26,15.96,3.09,,,,,,,,,,,,,,14.73,6.68,,,,,,,,,7.77,,,,,,,,
April,,,,14.75,,6.13,6.97,5.78,,,,,,,,,,,,,2.7,1.09,8.95,,,,,,,,,4.41,,,,,,,,
May,,,,3.18,,2.29,2.06,7.46,,,,,,,,,,,,,5.98,1.24,3,,,,,,,,,2.05,,,,,,,,
June,,,7.62,6.63,,5.01,5.92,5.18,,,,,,,,,,,,,7.5,5.09,8.5,,,,,,,,,,,,,,,,,
July,,,7.67,8.75,4.87,6.19,13.91,2.51,,,,,,,,,,,,,1.52,10.6,8.5,,,,,,,,,,,,,,,,,
August,,,4.7,6.93,6.86,10.19,6.68,4.02,,,,,,,,,,,,,9.99,15.2,4.6,,,,,,,,,,,,,,,,,
September,,,2.3,0.49,5.38,6.54,3.31,8.28,,,,,,,,,,,,,4.62,12.04,3,,,,,,,,,,,,,,,,,
October,,,5.44,12.69,8.64,11.79,16.32,14.02,,,,,,,,,,,,,,9.04,17.7,,,,,,,,,,,,,,,,,
November,,,10.62,17.01,6.4,21.73,7.05,17.56,,,,,,,,,,,,,8.41,17.62,3.4,,,,,,,,,,,,,,,,,
December,,,14.38,3.8,0.84,23.61,4.22,14.41,,,,,,,,,,,,,6.09,,12.3,,,,,,,,,,,,,,,,,
Total,,,,90.13,,121.01,110.33,93.34,,,,,,,,,,,,,,,87.23,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Wordsworth and family lived here from 1811-1813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840s Elevation of 180 ft on the record a little low for the rectory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
